Rank,Name,Symbol,Price,Change_1h,Change_24h,Change_7d,Change_30d,Volume_24h,Circulating_Supply,Total_Supply,Market_Cap
613,SparkSPK,,$0.03724,0.5%,1.5%,2.6%,24.8%,"$29,423,242","1,863,376,800",10B,"$69,312,209"
614,Ronin Bridged WETH (Ronin)WETH,,"$3,865.20",0.5%,0.9%,4.7%,7.9%,"$1,716,169","17,900",378828.03,"$69,196,788"
615,Kelp GainAGETH,,"$3,952.89",0.6%,0.6%,5.6%,8.8%,"$7,965.62","17,213",17212.52,"$68,041,418"
616,Resupply USDREUSD,,$0.9912,0.1%,0.0%,0.1%,0.1%,"$360,462","68,581,131",68.58M,"$67,936,751"
617,OrderlyORDER,,$0.2082,0.8%,1.9%,15.7%,25.3%,"$7,583,554","325,171,189",1B,"$67,742,762"
618,TerraLUNA,,$0.09841,1.0%,0.2%,4.3%,29.8%,"$14,757,896","687,660,230",1.08B,"$67,721,595"
619,IOSTIOST,,$0.002345,0.7%,1.6%,6.5%,24.1%,"$8,512,464","28,761,295,043",28.76B,"$67,478,139"
620,Arbitrum Bridged USDC (Arbitrum)USDC.E,,$0.9983,0.0%,0.1%,0.1%,0.1%,"$22,740,489","67,255,960",67.26M,"$67,181,758"
621,ComedianBAN,,$0.06688,0.3%,2.7%,17.7%,2.3%,"$9,139,290","999,961,859",999.96M,"$66,897,410"
623,HOMEHOME,,$0.02418,1.2%,3.2%,21.0%,28.4%,"$18,221,634","2,759,026,852",10B,"$66,705,850"
624,ArdorARDR,,$0.06681,1.0%,0.2%,6.4%,17.1%,"$4,420,129","998,466,231",998.47M,"$66,712,037"
622,GIGADOTGDOT,,$2.97,0.5%,0.5%,6.2%,26.1%,"$3,790,483","22,472,118",22.47M,"$66,681,334"
625,HiveHIVE,,$0.1347,0.8%,0.6%,7.6%,27.0%,"$2,314,039","494,138,251",-,"$66,638,817"
626,Staked FRAXSFRAX,,$0.9945,-,-,-,-,$5.01,"60,829,613",60.83M,"$60,664,346"
627,StratisSTRAX,,$0.03153,0.2%,0.1%,5.9%,20.9%,"$573,152","2,097,832,042",2.17B,"$66,125,551"
628,Tellor TributesTRB,,$24.19,0.4%,0.9%,4.7%,25.3%,"$25,835,991","2,725,324",2.8M,"$65,947,758"
629,Portal to BitcoinPTB,,$0.03157,3.0%,6.4%,12.2%,47.2%,"$19,096,738","2,070,875,600",5.26B,"$65,716,625"
630,Solv Protocol SolvBTC JupiterSOLVBTC.JUP,,"$115,738",0.1%,1.1%,1.8%,3.2%,"$1,069.52",567,567.05,"$65,679,639"
632,Lorenzo Wrapped BitcoinENZOBTC,,"$108,904",0.5%,0.9%,3.4%,2.1%,"$11,321.22",601,601.2,"$65,472,990"
631,B3 (Base)B3,,$0.002159,1.1%,2.2%,3.6%,19.4%,"$3,387,286","30,297,583,333",100B,"$65,410,776"
633,Bancor NetworkBNT,,$0.5875,1.0%,0.3%,4.4%,12.4%,"$379,755","110,693,416",110.69M,"$65,084,221"
634,MetisMETIS,,$9.76,2.3%,2.4%,1.8%,27.4%,"$11,212,642","6,652,834",10M,"$64,984,137"
635,HarryPotterObamaSonic10Inu (ETH)BITCOIN,,$0.06444,0.7%,3.8%,5.1%,2.7%,"$6,771,363","999,798,155",999.8M,"$64,426,841"
637,Ventuals vHYPEVHYPE,,$38.65,1.4%,8.1%,-,-,"$190,180","1,657,645",1.66M,"$64,284,516"
636,SirenSIREN,,$0.08782,1.4%,2.3%,14.2%,5.9%,"$3,180,906","730,757,798",730.76M,"$64,178,300"
638,BalancerBAL,,$0.9891,0.1%,1.4%,4.8%,13.4%,"$3,319,999","64,580,537",70.29M,"$63,835,176"
639,HoneyHONEY,,$0.9999,0.0%,0.0%,0.1%,0.1%,"$5,519,689","63,499,587",63.51M,"$63,490,863"
640,Alchemy PayACH,,$0.0128,0.7%,0.2%,7.4%,30.2%,"$13,951,183","4,943,691,067",10B,"$63,306,440"
641,SWFTCOINSWFTC,,$0.006316,0.3%,0.3%,6.7%,24.5%,"$926,350","10,000,000,000",10B,"$63,154,669"
642,BiconomyBICO,,$0.06365,0.8%,0.2%,10.1%,31.9%,"$5,455,555","990,609,600",1B,"$63,065,123"
643,Matrixdock GoldXAUM,,"$4,111.28",0.0%,0.7%,3.1%,8.2%,"$489,551","15,110",15109.55,"$62,996,039"
644,ORCIBPALMO,,$0.02479,0.4%,3.0%,4.0%,34.9%,"$68,696.90","2,520,833,291",3.12B,"$62,539,179"
645,TokenlonLON,,$0.507,0.1%,0.4%,1.5%,9.8%,"$107,458","123,207,548",140.45M,"$62,471,249"
646,Lorenzo ProtocolBANK,,$0.1463,0.3%,5.3%,5.3%,69.4%,"$8,238,842","425,250,000",425.25M,"$62,210,736"
647,Solayer Staked SOLSSOL,,$209.58,0.3%,1.6%,2.7%,13.6%,"$212,250","295,568",295568.18,"$62,034,399"
650,VerasityVRA,,$0.0007228,0.0%,1.8%,24.0%,40.3%,"$18,377,475","85,579,723,524",94.89B,"$61,879,362"
648,iExec RLCRLC,,$0.8544,1.1%,0.3%,4.1%,22.6%,"$8,762,886","72,382,548",87M,"$61,884,188"
651,Pax DollarUSDP,,$0.9997,0.0%,0.1%,0.0%,0.0%,"$3,311,310","61,764,561",61.76M,"$61,745,418"
649,PunkStrategyPNKSTR,,$0.06484,0.1%,2.7%,30.0%,154.8%,"$1,083,570","951,310,249",951.31M,"$61,686,515"
652,IkaIKA,,$0.02045,0.3%,2.5%,12.5%,34.6%,"$16,834,438","3,000,000,000",10B,"$61,489,698"
653,Wrapped Aave Plasma USDT0WAPLAUSDT0,,$1.00,0.1%,0.0%,0.2%,-,"$2,430,321","61,282,491",61.28M,"$61,475,095"
654,PowerledgerPOWR,,$0.116,0.9%,0.1%,6.9%,22.1%,"$3,232,369","529,761,885",999.51M,"$61,465,829"
655,Big TimeBIGTIME,,$0.03219,0.9%,2.2%,7.9%,34.1%,"$7,821,879","1,908,245,060",5B,"$61,450,630"
657,ZedxionZEDXION,,$0.5018,0.2%,1.1%,2.1%,2.1%,"$582,993","122,323,850",4.76B,"$61,378,999"
656,ai16zAI16Z,,$0.05576,0.8%,2.7%,13.3%,40.7%,"$22,092,202","1,099,993,334",1.1B,"$61,375,933"
659,ConstellationDAG,,$0.02153,0.2%,6.0%,2.0%,25.2%,"$1,584,309","2,870,562,881",3.55B,"$61,289,561"
660,ARKARK,,$0.3191,0.8%,0.3%,9.7%,25.9%,"$1,512,971","191,704,250",192.13M,"$61,193,414"
662,ConstitutionDAOPEOPLE,,$0.01201,0.7%,0.0%,5.3%,30.2%,"$24,936,196","5,066,425,112",5.07B,"$60,883,118"
663,ChromiaCHR,,$0.07181,1.3%,1.6%,1.0%,17.0%,"$7,569,048","847,781,914",847.78M,"$60,854,853"
664,MarinadeMNDE,,$0.109,0.0%,1.2%,6.2%,20.8%,"$2,295,875","557,198,875",700M,"$60,762,708"
666,OrbsORBS,,$0.01291,0.2%,1.1%,6.4%,24.9%,"$4,524,815","4,723,576,836",10B,"$60,732,603"
661,Ocean ProtocolOCEAN,,$0.3033,1.0%,12.3%,15.6%,14.4%,"$1,831,208","200,081,035",267.86M,"$60,677,470"
658,BlessBLESS,,$0.03285,1.3%,12.8%,77.6%,33.6%,"$66,818,225","1,841,666,667",10B,"$60,660,606"
667,ErgoERG,,$0.654,0.1%,6.7%,0.5%,11.6%,"$477,530","92,571,237",97.74M,"$60,548,842"
665,MiraMIRA,,$0.2969,1.4%,1.8%,9.1%,-,"$17,986,395","203,900,836",1B,"$60,541,364"
669,The Grays CurrencyPTGC,,$0.0002069,0.3%,1.0%,11.2%,23.3%,"$37,943.92","290,766,417,349",290.77B,"$60,251,807"
670,WhiteheartWHITE,,"$6,673.09",-,-,-,-,"$4,685.96","8,888",8888,"$59,310,432"
668,MythosMYTH,,$0.07588,1.5%,0.3%,66.7%,5.0%,"$1,559,316","796,416,526",1B,"$60,116,684"
671,NKYC TokenNKYC,,$15.01,0.4%,0.8%,4.0%,7.8%,"$224,657","4,000,000",4M,"$60,060,448"
672,TOMITOMI,,$0.00001947,98.8%,85.0%,87.1%,68.4%,"$338,881","3,056,053,232,594",3.06T,"$59,883,978"
673,DelysiumAGI,,$0.0286,0.4%,3.0%,12.3%,33.9%,"$1,654,347","2,086,982,212",3B,"$59,712,355"
674,SongbirdSGB,,$0.003723,1.0%,0.5%,6.7%,24.8%,"$199,805","15,994,589,162",18.92B,"$59,550,646"
675,Coinshift USDL Morpho VaultCSUSDL,,$1.04,0.0%,0.7%,0.1%,0.5%,$0.00,"56,932,574",56.93M,"$59,459,168"
676,NominaNOM,,$0.02042,1.0%,1.6%,0.4%,-,"$6,741,926","2,900,000,000",7.06B,"$59,219,129"
679,OKZOOAIOT,,$0.5236,1.1%,16.5%,8.6%,55.3%,"$4,331,572","112,516,666",1B,"$59,018,084"
677,SophonSOPH,,$0.02927,1.9%,15.7%,23.5%,2.0%,"$45,502,891","2,000,000,000",10B,"$58,620,133"
678,CalderaERA,,$0.335,1.2%,9.3%,19.0%,44.2%,"$23,283,817","174,750,000",1B,"$58,574,919"
680,GeodnetGEOD,,$0.133,1.2%,3.1%,4.3%,24.6%,"$420,469","438,777,944",976.57M,"$58,257,059"
682,SpellSPELL,,$0.0003419,0.7%,0.9%,6.0%,25.1%,"$4,039,721","169,964,474,378",196.01B,"$58,127,433"
681,SolayerLAYER,,$0.2768,0.8%,1.2%,7.1%,37.8%,"$10,449,141","210,000,000",1B,"$58,130,451"
683,MVLMVL,,$0.002122,0.6%,3.3%,8.8%,22.2%,"$664,232","27,352,958,863",27.8B,"$58,036,066"
684,CoreumCOREUM,,$0.08922,0.1%,0.5%,10.9%,35.2%,"$190,355","649,694,844",649.69M,"$57,955,131"
685,AukiAUKI,,$0.01957,0.2%,7.6%,25.9%,39.9%,"$283,755","2,945,930,523",9.99B,"$57,640,377"
686,BTU ProtocolBTU,,$0.7081,-,-,-,-,$785.75,"80,000,000",100M,"$56,645,187"
687,GigachadGIGA,,$0.005956,2.1%,4.8%,26.3%,44.1%,"$3,571,813","9,604,136,902",9.6B,"$57,362,498"
688,Elixir Staked deUSDSDEUSD,,$1.06,0.0%,0.0%,0.2%,0.3%,"$46,639.25","53,663,182",53.66M,"$57,116,716"
689,AevoAEVO,,$0.06222,0.9%,1.9%,10.6%,41.4%,"$17,492,683","914,863,646",1B,"$56,942,933"
691,Wiki CatWKC,,$0.061036,0.6%,9.9%,17.1%,46.4%,"$503,052","544,106,739,897,073",544.11T,"$56,932,348"
690,Venice TokenVVV,,$1.41,0.8%,2.5%,12.4%,34.6%,"$3,931,093","40,254,206",76.22M,"$56,879,743"
692,VNDCVNDC,,$0.00003993,0.5%,3.4%,3.9%,3.3%,$40.60,"1,422,830,000,000",1.42T,"$56,809,663"
693,Alchemist AIALCH,,$0.06673,0.2%,0.3%,11.0%,3.2%,"$19,275,609","850,000,000",999.95M,"$56,738,015"
695,Sanctum InfinityINF,,$258.35,0.4%,1.5%,2.4%,13.4%,"$9,610,352","218,184",668264,"$56,423,933"
694,CeliumSN51,,$20.75,4.1%,4.2%,7.2%,6.0%,"$425,939","2,706,076",2.71M,"$56,346,225"
696,BonfidaFIDA,,$0.05664,1.0%,2.3%,9.2%,30.5%,"$3,992,604","990,911,200",1B,"$56,126,987"
697,Magic Internet Money (Ethereum)MIM,,$0.9994,0.1%,0.0%,0.8%,1.0%,"$750,236","55,611,861",174.9M,"$139,513,098"
698,Bridged Tether (opBNB)USDT,,$0.9969,0.2%,0.2%,1.8%,0.8%,"$15,291.11","55,512,806",55.51M,"$55,333,774"
699,Cronos Bridged WBTC (Cronos)WBTC,,"$109,566",0.2%,1.7%,1.6%,2.8%,"$282,252",504,504.39,"$55,279,809"
700,Osaka ProtocolOSAK,,$0.077238,0.3%,1.5%,25.6%,51.0%,"$60,952.28","761,459,784,660,251",761.46T,"$55,216,534"
701,BounceAUCTION,,$7.77,1.1%,4.6%,23.2%,12.2%,"$42,984,170","7,090,294",7.64M,"$55,153,415"
702,AudiusAUDIO,,$0.04036,0.8%,0.4%,9.9%,28.9%,"$6,315,595","1,366,169,908",1.37B,"$55,167,711"
703,BUSDBUSD,,$0.9975,0.1%,0.3%,0.2%,1.5%,"$161,417","55,026,240",55.03M,"$54,943,497"
704,HemiHEMI,,$0.05613,0.8%,1.5%,14.5%,55.4%,"$19,995,571","977,500,000",10B,"$54,840,432"
705,VaultBridge Bridged USDC (Katana)VBUSDC,,$1.00,0.1%,0.1%,0.3%,0.0%,"$25,550,216","54,801,383",54.8M,"$54,824,300"
706,Mezo Wrapped BTCBTC,,"$108,969",0.0%,0.8%,1.1%,3.6%,"$8,817.05",503,503.04,"$54,802,898"
707,StraitsX XUSDXUSD,,$0.9999,0.0%,0.0%,0.0%,0.0%,"$37,732,331","54,553,081",54.55M,"$54,539,180"
709,Freysa AIFAI,,$0.006653,2.8%,6.6%,25.7%,34.0%,"$684,800","8,189,700,000",8.19B,"$54,477,977"
708,IQIQ,,$0.002319,0.1%,1.4%,11.4%,27.9%,"$1,149,375","23,444,092,891",23.44B,"$54,414,054"
710,Chain-key BitcoinCKBTC,,"$109,264",0.5%,2.0%,1.6%,3.6%,"$21,245.23",497,496.84,"$54,368,235"
711,SaiSAI,,$20.27,0.4%,0.9%,4.3%,7.7%,$20.73,"2,671,294",2.67M,"$54,214,774"
712,PYTHIAPYTHIA,,$0.05403,0.5%,2.4%,3.5%,11.7%,"$982,447","998,377,564",998.38M,"$53,943,815"
713,BLOCKvVEE,,$0.01482,1.0%,16.9%,29.7%,2.1%,"$134,763","3,646,271,241",3.65B,"$53,868,513"
714,ChintaiCHEX,,$0.05362,0.9%,3.8%,26.0%,40.7%,"$1,580,854","998,921,892",998.92M,"$53,566,788"
715,aixbtAIXBT,,$0.05362,0.7%,3.0%,15.5%,46.0%,"$19,749,096","994,658,423",1B,"$53,318,467"
716,EscoinELG,,$0.2888,0.4%,0.4%,0.9%,0.4%,"$324,461","184,209,191",250M,"$53,184,663"
718,Gravity (by Galxe)G,,$0.007302,0.6%,0.9%,6.8%,28.7%,"$2,985,101","7,232,700,000",12B,"$52,808,599"
717,SignSIGN,,$0.0391,0.5%,3.1%,9.7%,50.5%,"$12,892,040","1,350,000,000",10B,"$52,794,384"
719,MiL.kMLK,,$0.1036,0.5%,2.2%,5.6%,25.1%,"$4,672,304","504,645,159",986.25M,"$52,330,311"
720,Kyber Network CrystalKNC,,$0.3069,1.3%,1.2%,9.7%,10.5%,"$15,777,526","170,152,851",240.55M,"$52,291,886"
721,CYBERCYBER,,$1.05,1.1%,1.1%,6.3%,34.4%,"$12,333,751","49,600,367",100M,"$52,028,975"
722,YZYYZY,,$0.4001,0.2%,0.9%,1.5%,5.9%,"$4,222,554","130,000,000",1000M,"$51,954,433"
723,Quack AIQ,,$0.03202,1.4%,3.2%,33.9%,34.4%,"$13,269,466","1,616,000,000",10B,"$51,831,810"
724,HivemapperHONEY,,$0.01044,0.6%,1.2%,9.5%,25.5%,"$541,757","4,959,600,585",6.51B,"$51,734,465"
725,CJournalCJL,,$0.08741,0.1%,1.6%,2.0%,10.5%,"$14,831.47","589,416,460",1B,"$51,524,942"
728,Tokamak NetworkTON,,$0.9486,0.7%,1.1%,4.7%,18.2%,"$198,181","54,226,049",97.92M,"$51,448,729"
726,MetaMask USDMUSD,,$0.9997,0.0%,0.2%,0.0%,0.2%,"$62,833,127","51,464,903",51.46M,"$51,433,191"
727,Goatseus MaximusGOAT,,$0.05118,1.0%,0.6%,9.1%,40.7%,"$8,870,671","999,991,101",999.99M,"$51,181,996"
731,CREPECREPE,,$0.00007362,3.9%,15.0%,100.7%,211.5%,"$2,590,155","690,000,000,000",690B,"$51,096,880"
729,AnimecoinANIME,,$0.009207,0.8%,0.5%,7.0%,34.9%,"$14,095,684","5,538,604,656",10B,"$51,007,903"
730,Cookie DAOCOOKIE,,$0.08169,1.1%,1.4%,12.5%,26.3%,"$7,332,158","623,633,775",999.89M,"$50,983,453"
732,dKargoDKA,,$0.01011,0.0%,0.1%,7.1%,25.6%,"$1,743,402","5,000,000,000",5B,"$50,631,641"
733,ZEROBASEZBT,,$0.2667,0.1%,0.4%,-,-,"$724,053,635","190,000,000",1B,"$50,430,052"
734,LiquityLQTY,,$0.5111,1.0%,1.7%,6.7%,34.1%,"$6,974,041","97,895,727",100M,"$50,157,893"
736,Manta NetworkMANTA,,$0.111,0.5%,1.9%,10.2%,40.5%,"$6,910,629","450,152,085",1B,"$49,939,833"
737,ZentryZENT,,$0.006486,0.6%,2.1%,8.5%,24.9%,"$9,004,694","7,686,278,718",9.71B,"$49,865,457"
735,TargonSN4,,$16.84,3.8%,4.4%,6.3%,11.6%,"$119,328","2,955,341",2.96M,"$49,775,538"
739,ShentuCTK,,$0.3324,1.5%,3.1%,16.4%,5.5%,"$2,925,950","149,381,708",151.65M,"$49,652,424"
738,DIADIA,,$0.4144,2.2%,2.5%,6.2%,31.0%,"$6,921,952","119,676,104",168.82M,"$49,659,193"
740,SecretSCRT,,$0.1539,0.8%,2.5%,11.4%,1.8%,"$4,564,330","322,189,313",337.18M,"$49,578,868"
741,R0AR Token1R0R,,$0.007571,0.1%,1.4%,22.1%,63.4%,"$15,267.97","6,542,620,182",10B,"$49,539,265"
742,DefinitiveEDGE,,$0.2438,0.0%,2.6%,5.8%,24.9%,"$6,193,225","203,024,680",1B,"$49,501,351"
743,SAFEbitSAFE,,$0.2582,0.7%,1.1%,18.8%,36.8%,"$1,158,386","191,350,000",1B,"$49,397,835"
744,BounceBitBB,,$0.1198,1.5%,0.4%,16.7%,41.4%,"$18,991,224","409,500,000",2.1B,"$49,073,739"
745,Sygnum FIUSD Liquidity FundFIUSD,,"$11,629.58",0.0%,0.0%,0.1%,0.3%,$0.00,"4,196",4196,"$48,797,722"
746,Ontology GasONG,,$0.1132,0.8%,2.3%,9.5%,26.9%,"$2,492,531","429,405,966",1B,"$48,656,296"
747,Hex Trust USDUSDX,,$1.00,0.1%,0.1%,0.2%,0.1%,"$5,374.06","48,515,367",48.52M,"$48,573,004"
748,Across ProtocolACX,,$0.07819,1.4%,1.3%,10.5%,31.7%,"$4,801,350","618,300,241",1B,"$48,327,062"
749,CivicCVC,,$0.06017,0.9%,1.0%,10.0%,29.1%,"$3,741,240","802,000,010",1B,"$48,299,400"
751,SteemSTEEM,,$0.0912,0.6%,0.5%,8.1%,25.6%,"$18,803,127","529,495,153",529.93M,"$48,290,491"
750,STBLSTBL,,$0.09661,1.5%,11.9%,24.0%,71.9%,"$38,206,584","500,000,000",10B,"$48,232,261"
752,VeraOneVRO,,$131.12,0.1%,1.2%,4.6%,8.0%,"$42,919.46","367,257",367256.74,"$48,157,977"
753,DOVUDOVU,,$0.004819,1.9%,2.3%,18.7%,29.5%,"$287,208","9,990,266,704",10B,"$48,146,499"
767,OreORE,,$115.70,7.6%,119.5%,903.2%,1155.3%,"$9,840,794","413,055",413055.45,"$48,077,685"
755,Overnight.fi USD+USD+,,$0.9999,0.0%,0.0%,0.0%,0.0%,"$1,369,786","48,085,096",48.09M,"$48,066,104"
754,SATS (Ordinals)SATS,,$0.072287,0.5%,2.5%,11.3%,34.2%,"$8,812,554","2,100,000,000,000,000",2100T,"$48,025,416"
756,Noble Dollar (USDN)USDN,,$0.9999,0.0%,0.0%,0.0%,0.0%,"$68,312.83","48,032,346",48.03M,"$48,021,182"
757,FluxFLUX,,$0.122,0.6%,0.3%,8.5%,33.4%,"$2,653,177","393,041,609",393.11M,"$47,970,621"
758,Gemini DollarGUSD,,$0.9994,0.0%,0.0%,0.1%,0.0%,"$288,601","47,948,690",47.95M,"$47,926,667"
759,ChangeNOWNOW,,$0.5713,0.5%,2.1%,4.5%,25.4%,"$69,421.63","83,809,846",97.81M,"$47,895,762"
760,Mountain Protocol USDUSDM,,$0.9978,0.0%,0.1%,2.3%,0.0%,$627.39,"48,000,501",48M,"$47,891,262"
761,Banana GunBANANA,,$11.91,1.5%,0.6%,13.1%,32.3%,"$8,445,009","4,016,522",8.45M,"$47,879,978"
762,PHALAPHA,,$0.05863,1.0%,0.9%,15.5%,40.2%,"$8,398,189","815,267,600",1B,"$47,798,444"
763,Steakhouse ETH Morpho VaultSTEAKETH,,"$3,998.19",0.4%,1.1%,4.1%,7.7%,$0.00,"11,924",11923.73,"$47,673,405"
764,BOLDBOLD,,$1.00,0.0%,0.0%,0.1%,0.2%,"$675,724","47,669,546",47.67M,"$47,669,111"
765,ArcblockABT,,$0.4822,0.1%,3.3%,6.8%,23.0%,"$261,417","98,580,000",186M,"$47,502,942"
766,KGeNKGEN,,$0.2403,2.6%,3.1%,11.9%,-,"$28,471,840","198,677,778",1B,"$47,408,141"
768,MarlinPOND,,$0.00577,0.9%,1.5%,10.7%,27.5%,"$2,675,260","8,202,394,162",10B,"$47,331,644"
769,BoundlessZKC,,$0.2353,2.5%,7.8%,26.7%,63.1%,"$59,257,373","200,937,056",1B,"$47,268,808"
771,StorXSRX,,$0.07802,0.2%,1.7%,8.8%,13.0%,"$3,018,726","604,839,925",604.84M,"$47,188,192"
770,DoodlesDOOD,,$0.006039,0.5%,0.6%,21.0%,53.6%,"$18,007,375","7,800,000,000",10B,"$47,106,280"
772,SPACE IDID,,$0.1093,0.7%,1.0%,8.4%,28.9%,"$9,772,476","430,506,132",2B,"$47,069,027"
773,Rootstock Infrastructure FrameworkRIF,,$0.04702,0.7%,0.6%,4.0%,20.8%,"$987,297","1,000,000,000",1B,"$47,008,145"
774,ChainGPTCGPT,,$0.05417,1.5%,1.0%,10.4%,34.4%,"$7,143,531","865,957,336",997.83M,"$46,898,835"
776,RujiraRUJI,,$0.6281,0.1%,4.3%,9.0%,29.0%,"$299,725","74,500,000",100M,"$46,796,231"
775,TaikoTAIKO,,$0.2507,1.2%,1.8%,10.8%,32.4%,"$7,492,418","186,604,809",1B,"$46,788,670"
777,HoloworldHOLO,,$0.134,1.1%,5.5%,4.9%,54.0%,"$33,568,131","347,376,226",2.05B,"$46,575,490"
778,TokenPocket TokenTPT,,$0.01344,0.3%,1.1%,3.5%,19.2%,"$116,448","3,466,457,399",3.47B,"$46,588,818"
779,CartesiCTSI,,$0.05257,0.8%,2.0%,10.8%,33.9%,"$4,967,594","884,702,532",1B,"$46,525,827"
780,Energy WebEWT,,$0.7682,0.1%,1.3%,17.0%,24.8%,"$429,718","60,544,174",69.02M,"$46,475,136"
781,GameBuildGAME,,$0.002517,0.0%,0.0%,3.2%,19.3%,"$1,507,330","18,356,840,358",21.42B,"$46,198,989"
782,ApertumAPTM,,$0.7435,0.4%,2.3%,8.2%,42.9%,"$1,545,669","61,752,466",64.26M,"$45,997,701"
783,Tornado CashTORN,,$12.06,0.7%,0.4%,7.1%,3.8%,"$2,599,244","3,810,551",10M,"$45,931,690"
784,WAXWAXP,,$0.0131,0.8%,1.6%,10.0%,26.8%,"$2,432,885","3,504,099,552",3.77B,"$45,906,438"
785,Universal ETHUNIETH,,"$4,274.76",0.4%,1.1%,4.0%,7.7%,"$9,370.25","10,710",10710.16,"$45,818,668"
786,Moonwell Flagship USDC (Morpho Vault)MWUSDC,,$1.05,-,-,-,-,$2.03,"43,564,821",43.56M,"$45,865,566"
787,JOEJOE,,$0.1135,1.2%,0.0%,9.4%,38.4%,"$5,352,948","402,980,934",499.71M,"$45,701,264"
790,Wrapped NXMWNXM,,$90.03,0.3%,1.4%,4.4%,5.1%,"$98,121.85","501,446",501446.49,"$45,145,281"
788,VineVINE,,$0.0451,1.0%,0.8%,13.9%,22.5%,"$12,090,295","999,978,121",999.98M,"$45,141,627"
789,Sonic SVMSONIC,,$0.1252,0.8%,1.6%,6.1%,32.8%,"$12,253,325","360,000,000",2.4B,"$45,100,041"
791,WorldAssetsINC,,$0.5003,0.0%,0.4%,28.2%,-,"$371,594","90,000,000",300M,"$45,045,598"
792,Coinbase Wrapped XRPCBXRP,,$2.39,0.6%,0.9%,2.3%,16.4%,"$882,236","18,701,557",18.7M,"$44,789,301"
793,RenzoREZ,,$0.01025,0.9%,2.3%,19.0%,9.9%,"$15,840,839","4,325,079,198",10B,"$44,319,884"
795,Huma FinanceHUMA,,$0.02555,0.6%,6.5%,14.0%,19.4%,"$113,169,691","1,733,333,333",10B,"$44,269,334"
794,TerraClassicUSDUSTC,,$0.007903,1.2%,2.3%,10.2%,29.7%,"$5,016,413","5,587,518,184",6.09B,"$44,171,227"
796,APXAPX,,$1.18,0.2%,1.7%,5.6%,27.8%,"$413,690","37,473,615",3.98B,"$44,130,498"
798,Savings crvUSDSCRVUSD,,$1.08,0.0%,0.0%,0.1%,0.7%,"$1,808,825","41,039,793",41.04M,"$44,121,046"
797,GeorgePlaysClashRoyaleCLASH,,$0.04397,1.8%,9.4%,33.8%,-,"$1,781,716","999,999,592",1000M,"$44,102,792"
799,sETHSETH,,"$3,800.92",0.2%,1.0%,3.4%,5.1%,"$3,458.49","11,584",11584.25,"$44,025,857"
800,CARVCARV,,$0.1487,1.3%,1.5%,17.3%,48.9%,"$17,434,752","295,363,895",1B,"$43,917,254"
801,Usual ETHETH0,,"$3,854.36",-,-,-,-,$13.93,"11,576",11576.01,"$44,618,120"
802,TreasureMAGIC,,$0.1385,0.6%,0.0%,1.9%,23.1%,"$23,584,629","316,485,732",347.69M,"$43,874,267"
804,Metal DAOMTL,,$0.4996,1.0%,1.0%,4.7%,24.6%,"$2,117,202","87,659,735",87.66M,"$43,641,050"
803,SynFuturesF,,$0.01562,6.0%,23.8%,69.0%,7.0%,"$34,290,481","2,711,524,825",10B,"$43,516,404"
805,TAGGERTAG,,$0.0003992,0.6%,0.1%,1.9%,20.6%,"$6,748,491","108,864,805,114",405.38B,"$43,441,503"
807,DarkStarDARKSTAR,,$0.1477,1.6%,1.3%,16.6%,31.8%,"$19,714,102","293,333,334",1B,"$43,348,875"
809,Synthetix sUSDSUSD,,$0.9953,0.1%,0.3%,0.0%,3.0%,"$545,168","43,549,469",43.55M,"$43,350,782"
806,FLOCKFLOCK,,$0.1818,1.2%,3.7%,14.2%,31.6%,"$7,169,346","238,516,022",1B,"$43,351,753"
810,DORADORA,,$0.04334,0.1%,0.3%,16.4%,86.0%,"$244,849","1,000,000,000",1B,"$43,343,922"
808,CornCORN,,$0.08254,0.2%,8.5%,6.6%,3.2%,"$7,210,014","525,000,000",2.1B,"$43,334,758"
811,Ekubo ProtocolEKUBO,,$4.33,0.3%,1.5%,8.2%,13.6%,"$124,046","10,000,000",10M,"$43,281,393"
812,BifrostBFC,,$0.0311,0.3%,5.5%,2.8%,19.4%,"$2,552,816","1,391,269,926",2.37B,"$43,269,744"
813,LiskLSK,,$0.2117,1.2%,1.3%,10.3%,34.3%,"$3,200,708","203,678,125",400M,"$43,114,603"
814,QANplatformQANX,,$0.02531,0.4%,0.8%,2.8%,8.4%,"$230,309","1,700,000,000",2.1B,"$43,092,198"
815,SX NetworkSX,,$0.08025,1.5%,2.3%,8.2%,88.0%,"$83,110.80","535,472,010",999.25M,"$43,057,478"
816,Wrapped XRPWXRP,,$2.40,0.2%,0.8%,0.5%,15.3%,"$14,986.66","17,947,559",17.95M,"$43,021,862"
817,WazirXWRX,,$0.09192,7.2%,18.2%,29.8%,82.5%,"$117,146","456,517,027",1B,"$42,985,257"
818,Ondo U.S. Dollar TokenUSDON,,$1,0.0%,0.0%,0.0%,0.0%,"$2,218,158","42,852,750",42.85M,"$42,810,527"
819,OVERTAKETAKE,,$0.2916,0.2%,3.0%,13.3%,53.3%,"$64,588,017","146,654,356",1B,"$42,796,389"
820,DentDENT,,$0.0004466,0.9%,0.9%,6.8%,33.5%,"$3,422,871","95,654,960,453",100B,"$42,690,058"
821,AnvilANVL,,$0.0005324,0.0%,1.9%,3.1%,44.9%,"$9,881.26","80,200,555,200",100B,"$42,694,765"
