Rank,Name,Symbol,Price,Change_1h,Change_24h,Change_7d,Change_30d,Volume_24h,Circulating_Supply,Total_Supply,Market_Cap
197,Aethir ATH,,$0.02946,1.6%,0.6%,15.0%,51.5%,"$41,576,969","14,234,731,752",42B,"$419,361,485"
198,Jito JTO,,$1.07,0.9%,0.8%,5.1%,35.6%,"$28,548,620","392,047,779",1B,"$418,510,549"
199,EigenCloud (prev. EigenLayer) EIGEN,,$1.06,1.0%,2.6%,15.7%,38.8%,"$70,670,704","389,735,822",1.76B,"$414,944,065"
200,Maple Finance SYRUP,,$0.3665,1.0%,4.9%,13.2%,9.3%,"$30,734,376","1,117,604,386",1.22B,"$409,967,416"
201,Zora ZORA,,$0.09146,0.3%,2.2%,2.9%,49.2%,"$121,292,356","4,469,999,998",10B,"$408,843,699"
202,AINFT NFT,,$0.064105,0.3%,0.4%,1.9%,6.1%,"$3,312,533","990,105,667,256,392",990.11T,"$406,588,676"
203,USDB USDB,,$0.9915,0.5%,0.9%,1.8%,1.6%,"$775,016","406,046,632",406.05M,"$402,750,490"
204,Ape and Pepe APEPE,,$0.051917,0.9%,17.0%,35.3%,110.1%,"$24,724,560","210,000,000,000,000",210T,"$401,809,936"
205,Frax Ether FRXETH,,"$3,835.54",0.4%,1.0%,4.1%,8.2%,"$1,709,207","103,325",103324.61,"$396,463,568"
206,Vision VSN,,$0.117,0.7%,2.5%,3.6%,23.5%,"$1,668,867","3,360,746,917",4.2B,"$394,075,225"
208,Satoshi Stablecoin SATUSD,,$1.00,0.1%,0.2%,0.3%,0.5%,"$2,745,107","379,677,948",379.68M,"$380,071,166"
207,0G 0G,,$1.78,0.2%,4.2%,14.1%,69.6%,"$30,142,564","213,199,722",1B,"$379,921,353"
209,Olympus OHM,,$22.92,0.6%,0.2%,1.1%,2.5%,"$537,760","16,376,217",20.97M,"$375,643,444"
210,Spiko EU T-Bills Money Market Fund EUTBL,,$1.21,0.0%,0.0%,0.5%,1.7%,$0.00,"310,620,757",310.62M,"$374,606,407"
211,Walrus WAL,,$0.2517,0.4%,9.5%,1.7%,35.8%,"$2,115,697,849","1,478,958,333",5B,"$372,193,303"
212,Savings Dai SDAI,,$1.17,0.1%,0.0%,0.0%,0.1%,"$650,718","318,260,168",318.26M,"$371,464,609"
213,DeXe DEXE,,$6.47,0.3%,2.3%,12.2%,38.2%,"$11,436,321","57,103,775",96.5M,"$369,739,816"
214,Wrapped HYPE WHYPE,,$38.95,1.3%,8.5%,2.5%,19.3%,"$248,017,249","9,446,627",9.45M,"$367,829,469"
215,Telcoin TEL,,$0.003824,1.1%,1.2%,5.6%,9.6%,"$1,265,625","95,077,235,367",100B,"$363,643,115"
216,Kinetiq Earn Vault VKHYPE,,$39.28,1.3%,8.1%,2.0%,18.7%,"$934,455","9,180,787",9.18M,"$360,589,691"
217,ApeCoin APE,,$0.3954,1.0%,1.1%,3.9%,26.4%,"$30,254,896","908,664,773",1B,"$359,431,953"
218,Compound COMP,,$36.82,0.9%,0.1%,3.1%,11.8%,"$27,532,875","9,722,223",10M,"$358,320,845"
219,NEO NEO,,$5.07,0.6%,0.5%,4.4%,15.4%,"$21,154,902","70,530,000",100M,"$357,983,891"
220,Unit Bitcoin UBTC,,"$109,329",0.3%,1.4%,1.9%,3.7%,"$77,880,562","3,273",21M,"$357,741,296"
221,OriginTrail TRAC,,$0.7143,0.5%,3.2%,6.3%,105.3%,"$4,848,222","499,546,956",500M,"$356,665,964"
222,Ethena Staked ENA SENA,,$0.4631,0.0%,0.7%,7.5%,24.7%,"$647,251","762,169,311",762.17M,"$352,937,215"
223,Helium HNT,,$1.89,1.0%,3.1%,11.7%,19.8%,"$8,492,090","186,321,438",223M,"$351,952,874"
224,ETHPlus ETH+,,"$4,084.21",0.3%,1.1%,4.2%,7.6%,"$1,185,504","85,992",85992.32,"$351,211,054"
225,Falcon Finance FF,,$0.1486,0.5%,2.9%,6.2%,-,"$75,520,768","2,340,000,000",10B,"$347,247,476"
226,Wormhole W,,$0.07133,1.1%,1.0%,10.6%,31.8%,"$33,483,037","4,824,662,382",10B,"$344,395,980"
227,Reservoir srUSD SRUSD,,$1.10,0.3%,0.3%,0.1%,0.3%,$142.49,"310,659,276",310.66M,"$342,143,435"
228,Fluid FLUID,,$4.47,0.9%,0.5%,13.2%,14.8%,"$6,323,483","76,753,293",100M,"$343,011,932"
230,Fartcoin FARTCOIN,,$0.3392,0.2%,3.9%,16.6%,45.7%,"$96,518,297","999,982,776",999.98M,"$339,129,141"
229,Merlin Chain MERL,,$0.3452,0.0%,2.2%,15.7%,22.5%,"$128,076,705","978,958,758",2.1B,"$337,963,581"
231,Reserve Rights RSR,,$0.005529,1.2%,3.2%,17.2%,8.6%,"$22,361,676","60,760,670,008",100B,"$336,224,049"
232,Treehouse ETH TETH,,"$4,722.93",0.4%,1.0%,4.0%,7.6%,"$8,944,364","70,979",70978.51,"$335,466,725"
233,Zebec Network ZBCN,,$0.003511,1.5%,2.6%,17.1%,23.8%,"$16,873,563","94,826,753,511",100B,"$332,912,447"
234,Ribbita by Virtuals TIBBIR,,$0.3311,1.4%,3.8%,77.7%,54.7%,"$6,661,124","1,000,000,000",1B,"$331,340,268"
235,Loaded Lions LION,,$0.01079,0.3%,0.5%,9.9%,35.8%,"$1,096,389","30,623,593,274",100B,"$331,050,282"
236,Gnosis GNO,,$125.17,0.4%,1.3%,5.6%,9.8%,"$8,269,034","2,639,589",3M,"$330,465,275"
237,JUST JST,,$0.03325,0.1%,0.2%,3.8%,0.8%,"$21,694,656","9,900,000,000",9.9B,"$329,160,320"
238,Drift Staked SOL DSOL,,$217.79,0.2%,1.8%,2.3%,13.4%,"$84,795.61","1,487,719",1.49M,"$324,019,818"
239,Wrapped AVAX WAVAX,,$19.44,0.6%,0.7%,11.5%,44.1%,"$160,970,733","16,603,701",16.6M,"$322,896,624"
240,Chiliz CHZ,,$0.03195,0.5%,0.5%,6.9%,19.2%,"$22,212,694","10,057,856,822",10.06B,"$321,319,901"
241,Mantle Bridged WETH (Mantle) WETH,,"$3,874.63",0.8%,1.2%,3.9%,7.8%,"$4,841,807","82,211",82211.48,"$318,539,553"
242,Bybit Staked SOL BBSOL,,$209.27,0.1%,1.4%,3.7%,13.6%,"$1,314,202","1,508,890",1.51M,"$316,036,298"
243,Onyxcoin XCN,,$0.00878,0.6%,0.7%,6.6%,19.3%,"$14,961,201","35,754,303,642",48.4B,"$314,499,670"
244,Solv Protocol Staked BTC XSOLVBTC,,"$108,380",0.8%,0.6%,2.3%,3.5%,"$73,443.77","2,880",2879.86,"$314,483,836"
245,Binance-Peg BUSD BUSD,,$0.9955,0.3%,0.3%,0.3%,2.4%,"$6,857,024","312,477,998",312.48M,"$310,889,654"
246,ARK ARK,,$39.75,0.2%,0.1%,3.1%,4.5%,"$8,619,093","7,608,500",7.61M,"$303,842,511"
247,WEMIX WEMIX,,$0.6471,0.6%,0.6%,0.1%,13.0%,"$2,863,353","457,065,133",547.26M,"$295,623,606"
248,THORChain RUNE,,$0.8374,0.6%,0.1%,6.1%,29.6%,"$128,495,462","351,232,645",425.28M,"$294,196,295"
250,Tribe TRIBE,,$0.6429,0.1%,1.7%,2.7%,2.4%,"$76,457.00","455,015,531",1B,"$292,429,537"
249,Toshi TOSHI,,$0.0006946,0.3%,1.3%,7.4%,6.8%,"$149,096,241","420,690,000,000",420.69B,"$292,206,042"
251,Legacy Frax Dollar FRAX,,$0.9962,0.0%,0.0%,0.1%,0.2%,"$6,583,261","292,056,764",292.06M,"$290,866,223"
252,Staked Frax Ether SFRXETH,,"$4,363.35",0.5%,1.0%,4.6%,8.1%,"$709,461","66,589",66589.35,"$290,600,089"
254,AtomOne ATONE,,$2.35,0.7%,65.5%,26.8%,1132.6%,"$1,918,083","121,618,066",133.43M,"$285,636,959"
253,Useless Coin USELESS,,$0.2852,3.2%,8.7%,22.6%,76.7%,"$80,506,430","999,940,362",999.94M,"$285,585,649"
255,Resolv USR USR,,$0.9997,0.1%,0.0%,0.0%,0.0%,"$1,210,681","284,434,443",284.43M,"$284,383,569"
256,eCash XEC,,$0.00001424,0.6%,0.1%,6.2%,20.9%,"$6,478,969","19,937,267,172,580",19.94T,"$284,321,061"
257,Staked Stream USD XUSD,,$1.26,0.1%,0.2%,0.3%,4.0%,"$170,778","224,606,053",224.61M,"$283,312,685"
258,Cheems Token CHEEMS,,$0.051388,1.0%,0.7%,7.0%,19.4%,"$1,613,389","203,672,952,113,699",203.67T,"$283,104,958"
259,Cap USD CUSD,,$0.9999,0.1%,0.1%,0.2%,0.2%,"$23,194.75","282,691,781",282.69M,"$282,813,443"
260,EURC EURC,,$1.16,0.0%,0.1%,0.5%,1.8%,"$26,131,182","241,434,260",241.43M,"$279,808,546"
262,Midas mHYPER MHYPER,,$1.05,0.0%,0.1%,0.1%,1.7%,$0.00,"266,534,448",266.53M,"$278,886,645"
261,Humanity H,,$0.1524,1.8%,1.8%,17.5%,179.7%,"$61,457,093","1,825,000,000",10B,"$278,624,432"
263,Decred DCR,,$16.14,0.7%,0.3%,12.1%,1.1%,"$2,502,431","17,081,579",17.08M,"$275,800,441"
264,crvUSD CRVUSD,,$0.9992,0.0%,0.0%,0.0%,0.0%,"$46,878,449","274,993,559",274.99M,"$274,771,954"
265,MultiversX EGLD,,$9.55,0.5%,1.0%,6.7%,27.3%,"$14,588,459","28,724,341",28.72M,"$274,386,163"
266,Polygon Bridged WBTC (Polygon POS) WBTC,,"$109,305",0.1%,1.6%,1.9%,3.3%,"$6,505,860","2,508",2507.93,"$274,303,006"
267,Four FORM,,$0.7171,0.6%,3.6%,27.3%,38.1%,"$37,991,241","381,867,255",572.3M,"$274,017,420"
268,Noble USDC USDC.N,,$0.9978,0.0%,0.2%,0.2%,1.0%,"$1,215,601","271,977,500",271.98M,"$271,780,699"
269,币安人生 (BinanceLife) 币安人生,,$0.2689,4.7%,9.2%,29.5%,-,"$34,793,938","1,000,000,000",1B,"$268,539,349"
270,Keeta KTA,,$0.6183,5.3%,25.4%,75.9%,39.2%,"$28,474,865","431,104,424",1B,"$262,911,982"
271,Berachain BERA,,$2.03,0.5%,1.9%,8.8%,20.5%,"$39,500,987","129,258,201",511.78M,"$262,095,211"
272,Stables Labs Staked USDX SUSDX,,$1.10,0.0%,1.0%,0.5%,0.6%,"$5,304.80","238,534,321",238.53M,"$261,743,211"
273,Basic Attention BAT,,$0.1731,0.8%,3.4%,8.9%,19.0%,"$22,201,857","1,495,696,057",1.5B,"$259,169,780"
274,Ronin RON,,$0.3713,0.4%,0.6%,8.0%,24.4%,"$3,927,385","693,121,120",1B,"$257,493,466"
275,Beam BEAM,,$0.004986,0.9%,1.8%,18.4%,32.6%,"$15,309,551","51,300,184,687",58.47B,"$255,930,978"
276,Axie Infinity AXS,,$1.53,0.8%,1.0%,8.8%,31.2%,"$24,342,686","166,705,913",270M,"$255,578,858"
277,Undeads Games UDS,,$2.49,0.4%,1.5%,7.1%,54.2%,"$1,221,552","102,143,858",250M,"$254,266,858"
278,Arweave AR,,$3.82,0.9%,2.4%,12.4%,36.2%,"$34,315,007","65,454,186",65.45M,"$249,930,582"
279,dYdX DYDX,,$0.3148,0.6%,4.6%,12.2%,48.1%,"$10,453,938","790,379,769",958.34M,"$248,817,902"
280,cWBTC CWBTC,,"$2,193.89",0.2%,1.7%,1.7%,3.3%,$0.00,"113,191",113190.56,"$248,327,195"
281,Brett BRETT,,$0.02489,1.3%,2.2%,19.1%,42.0%,"$58,150,305","9,909,684,167",9.91B,"$246,781,521"
282,KAITO KAITO,,$1.02,0.5%,0.5%,6.8%,0.8%,"$17,328,348","241,388,889",1B,"$246,222,878"
283,Terra Luna Classic LUNC,,$0.00004394,0.9%,2.7%,1.2%,21.3%,"$13,922,215","5,498,960,051,864",6.49T,"$241,868,025"
284,Linea LINEA,,$0.01556,1.5%,1.8%,20.5%,45.5%,"$89,875,024","15,482,147,850",72.01B,"$241,162,222"
285,1INCH 1INCH,,$0.1721,0.8%,1.2%,8.7%,26.6%,"$13,900,866","1,398,862,102",1.5B,"$241,104,251"
286,Cognify SN115,,"$1,766.19",0.0%,0.0%,0.0%,0.0%,$0.00,"136,464",136463.54,"$241,020,867"
287,ZKsync ZK,,$0.03316,0.8%,2.1%,14.7%,34.2%,"$17,610,797","7,231,769,682",21B,"$239,821,190"
289,Blockchain Capital BCAP,,$26.28,0.0%,0.0%,6.7%,4.7%,$0.00,"9,111,865",9.11M,"$239,442,350"
290,Resolv wstUSR WSTUSR,,$1.12,0.0%,0.0%,0.1%,0.4%,"$1,813,443","214,501,070",214.5M,"$239,181,264"
291,SuperVerse SUPER,,$0.3801,0.6%,0.5%,16.3%,30.1%,"$10,625,642","628,414,545",1B,"$239,068,903"
288,Core CORE,,$0.2354,0.8%,1.8%,7.9%,42.5%,"$11,995,912","1,015,026,864",2.1B,"$238,995,668"
292,Aster USDF USDF,,$0.9987,0.0%,0.0%,0.1%,0.1%,"$1,893,508","238,078,678",238.08M,"$237,563,697"
293,Fidelity Digital Interest Token FDIT,,$0.9994,0.0%,0.0%,0.0%,0.0%,$0.00,"229,953,588",229.95M,"$229,806,774"
294,AIOZ Network AIOZ,,$0.1904,0.4%,2.0%,13.6%,34.4%,"$9,327,492","1,206,725,269",1.21B,"$229,702,261"
295,OpenEden OpenDollar USDO,,$1.00,0.2%,0.1%,0.1%,0.0%,"$7,868.39","223,073,828",223.07M,"$222,936,770"
296,Sui Bridged USDT (Sui) SBUSDT,,$1.00,0.0%,0.0%,0.0%,0.0%,"$51,142,132","222,874,205",222.87M,"$222,985,100"
297,Livepeer LPT,,$4.87,0.8%,0.0%,6.5%,23.9%,"$10,340,509","45,742,298",45.74M,"$222,642,865"
298,Plume PLUME,,$0.0709,1.6%,2.3%,12.4%,30.3%,"$23,196,156","3,135,813,492",10B,"$222,301,599"
299,USDa USDA,,$0.9945,0.0%,0.0%,0.0%,0.3%,"$3,506.79","222,738,713",222.74M,"$221,505,009"
300,Concordium CCD,,$0.01879,0.8%,8.0%,18.2%,135.9%,"$756,965","11,711,771,255",14.15B,"$220,000,312"
301,Creditcoin CTC,,$0.4405,0.4%,1.2%,5.3%,23.5%,"$11,428,549","496,416,053",600M,"$218,686,544"
302,MX MX,,$2.34,0.5%,1.0%,3.7%,11.5%,"$27,319,981","92,456,834",411.21M,"$216,822,622"
303,Slash Vision Labs SVL,,$0.04313,0.4%,3.8%,5.1%,80.9%,"$1,469,061","4,939,640,211",10B,"$213,036,453"
304,USX USX,,$1.00,0.0%,0.0%,0.0%,-,"$1,797,877","212,672,123",212.67M,"$212,741,101"
305,SOON SOON,,$0.7712,1.1%,3.9%,8.8%,118.9%,"$107,686,804","272,687,823",982.08M,"$210,714,179"
306,SoSoValue SOSO,,$0.7662,0.3%,1.5%,1.0%,9.4%,"$11,918,361","274,766,576",1B,"$210,399,580"
307,Origin Ether OETH,,"$3,866.81",0.4%,1.1%,4.6%,7.9%,"$742,503","53,805",53804.81,"$208,026,024"
308,Binance-Peg SOL SOL,,$188.23,0.2%,1.6%,2.6%,13.2%,"$7,660,276","1,100,000",1.1M,"$207,452,013"
309,RealLink REAL,,$0.06989,0.6%,7.8%,3.4%,16.1%,"$26,258,058","2,960,743,975",2.96B,"$207,261,855"
312,Venom VENOM,,$0.09778,0.2%,1.0%,11.5%,19.0%,"$286,204","2,110,670,489",7.32B,"$206,876,567"
310,Qtum QTUM,,$1.95,0.6%,0.3%,4.1%,11.2%,"$15,716,587","105,861,218",107.82M,"$206,117,765"
311,Universal BTC UNIBTC,,"$108,748",0.3%,1.5%,1.8%,3.0%,"$259,975","1,895",1895.15,"$206,078,308"
313,StandX DUSD DUSD,,$1,0.0%,0.0%,0.0%,0.0%,"$441,755,815","204,195,764",204.2M,"$204,173,942"
314,Movement MOVE,,$0.07265,0.8%,2.3%,11.7%,37.4%,"$17,125,179","2,800,000,000",10B,"$203,479,901"
315,Amp AMP,,$0.002405,0.3%,0.5%,7.7%,24.1%,"$18,487,864","84,231,346,590",99.67B,"$202,594,051"
316,Midas msyrupUSDp MSYRUPUSDP,,$1.01,0.0%,0.0%,0.4%,1.01T%,$0.00,"199,999,100",200M,"$201,651,057"
317,Compounding OpenDollar CUSDO,,$1.03,0.1%,0.1%,0.2%,0.3%,"$6,684,464","193,791,410",193.79M,"$199,450,680"
318,DeepBook DEEP,,$0.07972,0.9%,0.9%,16.3%,32.1%,"$13,180,082","2,500,000,000",10B,"$199,346,242"
319,Moca Network MOCA,,$0.05025,0.8%,1.2%,15.1%,22.7%,"$9,898,288","3,952,565,419",8.89B,"$198,610,963"
320,Legacy Token LGCT,,$1.84,0.3%,0.1%,5.0%,4.7%,"$5,271,335","106,079,067",300M,"$197,921,296"
321,Polygon Bridged weETH (Katana) WEETH,,"$4,177.06",0.2%,0.9%,4.2%,-,"$13,718.46","45,916",45915.73,"$191,707,779"
322,Snek SNEK,,$0.002565,0.3%,4.6%,18.2%,33.5%,"$5,570,732","74,675,091,518",75.28B,"$191,588,931"
324,Kinesis Gold KAU,,$132.55,0.1%,1.6%,2.4%,8.9%,"$277,036","1,434,981",1.43M,"$190,206,928"
323,Horizen ZEN,,$10.79,1.5%,9.9%,13.7%,57.4%,"$50,052,753","17,567,368",21M,"$189,956,662"
325,Tradable NA Rent Financing Platform SSTN PC0000031,,$1.00,0.0%,0.0%,0.0%,0.0%,$0.00,"189,500,000",189.5M,"$189,558,311"
326,Kinesis Silver KAG,,$49.45,0.4%,2.8%,7.0%,12.2%,"$573,875","3,820,062",3.82M,"$188,896,925"
327,MetaDAO META,,$8.27,0.5%,2.7%,8.0%,455.7%,"$5,099,644","22,835,660",22.84M,"$188,603,097"
328,Zano ZANO,,$12.53,0.8%,8.1%,3.7%,17.8%,"$1,304,343","14,994,801",15M,"$187,986,368"
329,SafePal SFP,,$0.3754,0.7%,1.2%,6.4%,15.9%,"$3,505,287","500,000,000",500M,"$187,879,067"
330,Theta Fuel TFUEL,,$0.02631,0.8%,0.4%,3.7%,16.8%,"$1,337,153","7,108,006,108",7.11B,"$187,059,652"
331,LayerZero ZRO,,$1.67,0.6%,0.5%,8.9%,13.3%,"$36,119,138","111,152,854",1B,"$185,936,034"
332,EOS EOS,,$0.2813,0.6%,1.3%,7.4%,34.7%,"$154,192","657,307,826",2.1B,"$184,881,403"
333,Kamino KMNO,,$0.05959,0.4%,1.2%,4.6%,19.3%,"$23,069,118","3,068,493,269",10B,"$182,848,504"
334,Nexus Mutual NXM,,$92.00,0.1%,3.4%,1.3%,4.1%,$0.00,"1,985,522",1.99M,"$182,667,449"
336,Convex Finance CVX,,$2.22,0.9%,1.8%,12.6%,35.3%,"$10,448,237","81,990,704",99.93M,"$182,244,529"
335,Drift Protocol DRIFT,,$0.4763,0.7%,0.2%,18.1%,35.1%,"$16,352,470","382,314,670",1B,"$182,117,958"
337,Ecoreal Estate ECOREAL,,$0.3208,0.7%,0.1%,0.5%,2.6%,"$782,955","566,623,447",1B,"$181,553,389"
338,Cronos Bridged USDC (Cronos) USDC,,$0.9994,0.2%,0.1%,0.2%,0.2%,"$2,005,424","179,445,548",179.45M,"$179,473,474"
339,Sky Coin XSO,,$0.0001804,-,-,-,-,$1.36,"1,000,000,000,000",1T,"$180,363,691"
341,Prom PROM,,$9.74,1.3%,1.3%,4.2%,5.2%,"$9,350,424","18,250,000",19.25M,"$177,823,574"
342,Rekt REKT,,$0.064223,0.4%,0.5%,17.5%,34.5%,"$1,144,443","420,690,000,000,000",420.69T,"$177,638,564"
340,Arkham ARKM,,$0.3453,0.9%,1.8%,10.8%,37.1%,"$42,521,672","514,303,874",1B,"$177,623,278"
343,Akash Network AKT,,$0.6313,0.9%,3.7%,17.7%,39.5%,"$8,888,416","280,432,159",280.84M,"$177,044,756"
344,Golem GLM,,$0.1767,0.1%,0.8%,4.0%,22.0%,"$5,922,497","1,000,000,000",1B,"$176,670,546"
345,Mashida MSHD,,$0.01733,0.5%,1.7%,6.2%,84.9%,"$27,703.88","10,000,000,000",10B,"$172,982,399"
346,Baby Doge Coin BABYDOGE,,$0.081005,0.7%,0.2%,4.8%,16.4%,"$8,310,660","171,716,174,479,852,796",420000T,"$172,537,119"
347,Sahara AI SAHARA,,$0.07508,0.5%,0.4%,3.9%,6.5%,"$14,766,364","2,292,812,500",10B,"$172,150,003"
348,Mog Coin MOG,,$0.0644,1.0%,1.7%,9.3%,34.8%,"$14,451,559","390,567,524,379,063",390.57T,"$171,843,967"
349,Avantis AVNT,,$0.6595,1.7%,3.1%,10.7%,66.9%,"$208,475,772","258,205,903",1B,"$170,351,685"
351,Dog (Bitcoin) DOG,,$0.001687,1.9%,0.1%,6.6%,23.0%,"$5,393,180","100,000,000,000",100B,"$168,687,304"
352,BTSE Token BTSE,,$1.04,0.0%,0.5%,11.4%,36.6%,"$1,587,359","162,061,501",200M,"$167,943,424"
353,Conscious Token CONSCIOUS,,$0.3582,0.7%,0.1%,7.6%,7.1%,"$882,424","468,351,274",1B,"$167,800,869"
354,Tokenize Xchange TKX,,$2.09,0.3%,0.7%,2.5%,57.3%,"$4,248.12","79,995,998",100M,"$167,554,694"
355,Qubic QUBIC,,$0.051323,0.9%,1.0%,13.9%,19.5%,"$3,369,984","126,233,031,892,682",159.27T,"$167,439,098"
356,Midas mF-ONE MF-ONE,,$1.05,0.0%,0.0%,0.3%,1.1%,$0.00,"159,542,586",159.54M,"$166,680,268"
357,0x Protocol ZRX,,$0.1961,0.7%,1.6%,7.3%,18.9%,"$18,989,230","848,396,563",1B,"$166,458,621"
358,Super OETH SUPEROETH,,"$3,865.02",0.5%,0.9%,4.1%,8.0%,"$217,400","42,998",42998.45,"$166,354,153"
359,BUILDon B,,$0.1656,7.1%,7.2%,10.2%,55.3%,"$7,543,880","1,000,000,000",1B,"$165,543,235"
361,Gas GAS,,$2.54,0.6%,0.1%,4.5%,16.4%,"$4,634,315","65,093,581",65.09M,"$165,263,991"
360,Safe SAFE,,$0.2551,0.9%,2.7%,8.2%,33.7%,"$4,388,895","647,156,877",1B,"$165,083,883"
362,GoMining Token GOMINING,,$0.4035,0.1%,0.7%,6.5%,15.2%,"$10,447,568","406,902,888",406.9M,"$164,219,059"
363,Ultima ULTIMA,,"$4,168.86",0.2%,1.6%,2.7%,30.0%,"$11,861,996","39,380",100000,"$164,154,752"
364,Infrared Bera IBERA,,$2.07,0.7%,1.6%,9.3%,19.7%,"$154,056","78,927,068",78.93M,"$163,962,047"
365,Phantom Staked SOL PSOL,,$195.21,0.5%,1.5%,3.0%,13.8%,"$12,237,485","836,053",836052.91,"$163,393,484"
366,Succinct PROVE,,$0.8371,0.7%,6.0%,8.8%,6.9%,"$38,231,271","195,000,000",1B,"$162,433,664"
367,KOGE KOGE,,$48.02,0.1%,0.0%,0.1%,0.0%,"$562,674,692","3,379,999",3.38M,"$162,031,345"
368,cat in a dogs world MEW,,$0.00182,0.6%,1.1%,10.6%,33.7%,"$25,152,586","88,888,888,889",88.89B,"$161,746,614"
370,yearn.finance YFI,,"$4,744.06",0.3%,0.2%,2.2%,7.8%,"$13,917,460","33,878",36666,"$160,800,927"
369,Turbo TURBO,,$0.002327,1.3%,1.7%,14.4%,34.8%,"$22,978,040","69,000,000,000",69B,"$160,603,370"
350,River RIVER,,$8.24,12.9%,28.9%,216.1%,360.3%,"$26,797,623","19,600,000",100M,"$159,491,215"
371,Shuffle SHFL,,$0.4661,1.7%,10.3%,6.6%,37.2%,"$831,564","340,940,392",947.27M,"$158,859,023"
372,Ether.fi Staked BTC EBTC,,"$109,178",0.1%,2.3%,2.1%,2.7%,"$247,991","1,444",1444.28,"$157,793,753"
373,Axelar AXL,,$0.1877,0.7%,1.4%,16.3%,40.5%,"$10,902,919","837,429,843",1.22B,"$157,328,927"
374,YieldFi yToken YUSD,,$1.13,0.0%,0.0%,0.1%,0.7%,"$30,469.69","139,522,454",139.52M,"$156,905,325"
375,InfiniFi USD IUSD,,$1,0.0%,0.0%,0.0%,0.0%,"$484,239","155,216,845",155.22M,"$155,161,615"
376,ALEO ALEO,,$0.2592,1.0%,2.5%,6.6%,23.5%,"$7,233,212","596,246,599",1.85B,"$154,629,564"
377,MAG7.ssi MAG7.SSI,,$0.9159,0.0%,0.9%,3.3%,9.6%,"$1,143,187","168,703,238",168.7M,"$154,508,616"
378,Nervos Network CKB,,$0.00324,0.4%,0.5%,6.0%,27.5%,"$6,038,202","47,507,139,356",48.26B,"$154,000,436"
379,Stargate Finance STG,,$0.1576,0.4%,0.9%,3.4%,4.8%,"$6,345,241","971,464,728",1B,"$153,081,818"
380,Ravencoin RVN,,$0.009703,0.5%,0.1%,2.2%,18.8%,"$6,808,582","15,720,773,988",15.72B,"$152,525,524"
382,Zilliqa ZIL,,$0.007769,0.4%,0.7%,8.3%,29.2%,"$11,102,804","19,562,626,130",20.24B,"$152,105,393"
383,APEX APEX,,$1.14,1.5%,1.3%,19.7%,247.5%,"$9,995,359","132,407,204",500M,"$151,298,562"
381,Quantum Resistant Ledger QRL,,$1.91,0.4%,17.9%,12.9%,57.1%,"$421,669","78,392,960",78.39M,"$150,119,341"
385,CoinEx CET,,$0.05741,0.0%,1.5%,4.8%,3.0%,"$164,153","2,609,610,664",2.61B,"$149,804,089"
384,Bio Protocol BIO,,$0.08462,2.1%,2.5%,7.3%,44.5%,"$51,044,369","1,769,745,956",3.32B,"$149,747,628"
386,GUSD GUSD,,$0.9975,0.0%,0.3%,0.1%,0.1%,"$7,610,492","149,790,000",320M,"$149,445,959"
387,Kava KAVA,,$0.1377,0.5%,1.6%,19.2%,57.2%,"$6,643,802","1,082,853,067",1.08B,"$149,070,630"
388,Crypto.com Staked ETH CDCETH,,"$4,085.16",0.3%,1.2%,4.4%,7.5%,"$249,926","36,420",36420,"$148,840,346"
389,TDCCP TDCCP,,$0.2308,0.3%,0.3%,3.4%,4.1%,"$242,214","639,999,981",640M,"$147,769,932"
390,Celo CELO,,$0.2514,0.9%,2.4%,12.7%,6.7%,"$35,759,085","584,100,629",1B,"$146,928,600"
391,Lombard BARD,,$0.6529,0.2%,2.5%,5.3%,39.7%,"$35,863,561","225,000,000",1B,"$146,886,229"
392,AgentFun.AI AGENTFUN,,$1.46,0.0%,0.7%,10.4%,33.4%,"$1,138.04","100,000,000",100M,"$146,146,136"
393,Wrapped Aave Ethereum WETH WAETHWETH,,"$4,078.30",0.5%,1.1%,4.0%,7.7%,"$1,810,856","35,755",35754.68,"$145,959,620"
394,Staked USDai SUSDAI,,$1.05,0.1%,0.2%,0.0%,1.0%,"$3,133,135","139,375,845",139.38M,"$145,833,701"
395,Velo VELO,,$0.008259,0.2%,2.9%,16.5%,39.3%,"$20,106,715","17,563,876,115",24B,"$145,042,384"
396,Metal Blockchain METAL,,$0.2846,1.0%,1.4%,7.5%,28.3%,"$1,127,469","507,639,839",666.67M,"$144,459,489"
397,STASIS EURO EURS,,$1.16,0.0%,0.8%,0.5%,0.6%,"$66,962.34","124,125,940",124.13M,"$143,854,371"
398,Spiko US T-Bills Money Market Fund USTBL,,$1.06,0.0%,0.0%,0.1%,0.3%,$0.00,"135,155,489",135.16M,"$143,435,231"
399,Popcat POPCAT,,$0.1462,0.9%,0.7%,8.9%,36.8%,"$25,140,161","979,978,670",979.98M,"$143,283,207"
400,Sui Bridged WBTC (Sui) WBTC,,"$108,979",0.3%,1.5%,2.4%,3.7%,"$9,184,543","1,305",1305.12,"$142,364,076"
401,AWE Network AWE,,$0.07286,0.3%,1.0%,15.2%,16.4%,"$8,710,267","1,942,420,283",1.94B,"$141,727,415"
402,Elixir deUSD DEUSD,,$1.00,0.0%,0.0%,0.0%,0.0%,"$1,740,543","141,642,622",141.64M,"$141,721,843"
