Rank,Name,Symbol,Price,Change_1h,Change_24h,Change_7d,Change_30d,Volume_24h,Circulating_Supply,Total_Supply,Market_Cap
611,Lista DAO LISTA,,$0.2785,0.9%,1.4%,19.5%,9.6%,"$12,435,700","250,143,345",795.59M,"$69,657,365"
612,Staked HYPE STHYPE,,$38.76,1.4%,8.0%,1.5%,19.4%,"$298,595","1,784,448",1.78M,"$69,452,261"
610,Launch Coin on Believe LAUNCHCOIN,,$0.06939,3.0%,4.6%,14.2%,17.6%,"$15,141,965","999,872,175",999.87M,"$69,387,549"
613,Spark SPK,,$0.03725,0.5%,1.5%,2.7%,24.8%,"$29,433,457","1,863,376,800",10B,"$69,336,274"
614,Ronin Bridged WETH (Ronin) WETH,,"$3,866.54",0.4%,1.0%,4.6%,7.8%,"$1,716,765","17,900",378828.03,"$69,220,813"
615,Kelp Gain AGETH,,"$3,954.26",0.5%,0.6%,5.5%,8.8%,"$7,968.39","17,213",17212.52,"$68,065,042"
616,Resupply USD REUSD,,$0.9915,0.0%,0.0%,0.1%,0.1%,"$360,587","68,581,131",68.58M,"$67,960,339"
617,Orderly ORDER,,$0.2083,0.8%,2.0%,15.8%,25.4%,"$7,586,187","325,171,189",1B,"$67,766,282"
618,Terra LUNA,,$0.09844,1.1%,0.2%,4.3%,29.8%,"$14,763,020","687,660,230",1.08B,"$67,745,108"
619,IOST IOST,,$0.002346,0.7%,1.6%,6.5%,24.1%,"$8,515,420","28,761,295,043",28.76B,"$67,501,567"
620,Arbitrum Bridged USDC (Arbitrum) USDC.E,,$0.9986,0.1%,0.0%,0.2%,0.0%,"$22,748,384","67,255,960",67.26M,"$67,205,084"
621,Comedian BAN,,$0.06691,0.1%,2.5%,17.9%,2.5%,"$9,142,464","999,961,859",999.96M,"$66,920,636"
623,HOME HOME,,$0.02419,1.2%,3.1%,20.9%,28.4%,"$18,227,960","2,759,026,852",10B,"$66,729,010"
624,Ardor ARDR,,$0.06683,0.6%,0.6%,6.1%,16.8%,"$4,421,664","998,466,231",998.47M,"$66,735,200"
622,GIGADOT GDOT,,$2.97,0.5%,0.5%,6.2%,26.1%,"$3,791,799","22,472,118",22.47M,"$66,704,486"
625,Hive HIVE,,$0.1347,0.9%,0.6%,7.7%,27.0%,"$2,314,842","494,138,251",-,"$66,661,953"
626,Staked FRAX SFRAX,,$0.9949,-,-,-,-,$5.01,"60,829,613",60.83M,"$60,685,409"
627,Stratis STRAX,,$0.03154,0.2%,0.1%,5.9%,20.9%,"$573,351","2,097,832,042",2.17B,"$66,148,509"
628,Tellor Tributes TRB,,$24.20,0.3%,0.9%,4.7%,25.2%,"$25,844,961","2,725,324",2.8M,"$65,970,655"
629,Portal to Bitcoin PTB,,$0.03158,2.9%,6.3%,12.1%,47.2%,"$19,103,368","2,070,875,600",5.26B,"$65,739,441"
630,Solv Protocol SolvBTC Jupiter SOLVBTC.JUP,,"$115,778",0.1%,1.1%,1.8%,3.2%,"$1,069.90",567,567.05,"$65,702,442"
632,Lorenzo Wrapped Bitcoin ENZOBTC,,"$108,942",0.5%,0.9%,3.4%,2.1%,"$11,325.15",601,601.2,"$65,495,722"
631,B3 (Base) B3,,$0.00216,1.1%,2.2%,3.6%,19.4%,"$3,388,462","30,297,583,333",100B,"$65,433,487"
633,Bancor Network BNT,,$0.5877,0.9%,0.2%,4.2%,12.2%,"$379,886","110,693,416",110.69M,"$65,106,818"
634,Metis METIS,,$9.77,2.2%,2.4%,1.7%,27.3%,"$11,216,535","6,652,834",10M,"$65,006,699"
635,HarryPotterObamaSonic10Inu (ETH) BITCOIN,,$0.06446,0.7%,3.8%,5.0%,2.6%,"$6,773,714","999,798,155",999.8M,"$64,449,209"
637,Ventuals vHYPE VHYPE,,$38.66,1.4%,8.1%,-,-,"$190,246","1,657,645",1.66M,"$64,306,836"
636,Siren SIREN,,$0.08785,1.4%,2.3%,14.2%,5.9%,"$3,182,011","730,757,798",730.76M,"$64,200,582"
638,Balancer BAL,,$0.9894,0.2%,1.1%,5.0%,13.6%,"$3,321,151","64,580,537",70.29M,"$63,857,339"
639,Honey HONEY,,$1.00,0.0%,0.1%,0.1%,0.1%,"$5,521,606","63,499,587",63.51M,"$63,512,907"
640,Alchemy Pay ACH,,$0.01281,0.8%,0.1%,7.4%,30.2%,"$13,956,027","4,943,691,067",10B,"$63,328,420"
641,SWFTCOIN SWFTC,,$0.006319,0.3%,0.3%,6.7%,24.5%,"$926,671","10,000,000,000",10B,"$63,176,596"
642,Biconomy BICO,,$0.06367,0.8%,0.2%,10.1%,31.9%,"$5,457,449","990,609,600",1B,"$63,087,019"
643,Matrixdock Gold XAUM,,"$4,112.71",0.1%,0.8%,3.1%,8.2%,"$489,721","15,110",15109.55,"$63,017,911"
644,ORCIB PALMO,,$0.0248,0.4%,3.0%,4.0%,34.9%,"$68,720.75","2,520,833,291",3.12B,"$62,560,892"
645,Tokenlon LON,,$0.5071,0.2%,0.4%,1.5%,9.8%,"$107,495","123,207,548",140.45M,"$62,492,938"
646,Lorenzo Protocol BANK,,$0.1463,0.2%,5.3%,5.3%,69.5%,"$8,241,702","425,250,000",425.25M,"$62,232,335"
647,Solayer Staked SOL SSOL,,$209.65,0.5%,1.4%,2.9%,13.8%,"$212,324","295,568",295568.18,"$62,055,937"
650,Verasity VRA,,$0.0007231,0.0%,1.7%,24.0%,40.3%,"$18,383,856","85,579,723,524",94.89B,"$61,900,847"
648,iExec RLC RLC,,$0.8547,1.1%,0.2%,4.1%,22.6%,"$8,765,928","72,382,548",87M,"$61,905,674"
651,Pax Dollar USDP,,$1.00,0.0%,0.1%,0.0%,0.0%,"$3,312,460","61,764,561",61.76M,"$61,766,855"
649,PunkStrategy PNKSTR,,$0.06487,0.1%,2.7%,30.0%,154.7%,"$1,083,946","951,310,249",951.31M,"$61,707,932"
652,Ika IKA,,$0.02046,0.2%,2.6%,12.5%,34.5%,"$16,840,282","3,000,000,000",10B,"$61,511,047"
653,Wrapped Aave Plasma USDT0 WAPLAUSDT0,,$1.00,0.1%,0.0%,0.2%,-,"$2,431,165","61,282,491",61.28M,"$61,496,439"
654,Powerledger POWR,,$0.116,0.9%,0.0%,6.9%,22.1%,"$3,233,492","529,761,885",999.51M,"$61,487,170"
655,Big Time BIGTIME,,$0.0322,0.9%,2.2%,7.9%,34.1%,"$7,824,594","1,908,245,060",5B,"$61,471,965"
657,Zedxion ZEDXION,,$0.502,0.1%,1.2%,2.0%,2.0%,"$583,195","122,323,850",4.76B,"$61,400,310"
656,ai16z AI16Z,,$0.05578,0.8%,2.7%,13.2%,40.7%,"$22,099,872","1,099,993,334",1.1B,"$61,397,243"
659,Constellation DAG,,$0.02154,0.2%,6.0%,2.1%,25.2%,"$1,584,859","2,870,562,881",3.55B,"$61,310,841"
660,ARK ARK,,$0.3192,0.7%,0.3%,9.7%,25.9%,"$1,513,496","191,704,250",192.13M,"$61,214,660"
662,ConstitutionDAO PEOPLE,,$0.01201,0.6%,0.1%,5.3%,30.1%,"$24,944,854","5,066,425,112",5.07B,"$60,904,257"
663,Chromia CHR,,$0.07183,1.3%,1.5%,1.0%,17.1%,"$7,571,676","847,781,914",847.78M,"$60,875,981"
664,Marinade MNDE,,$0.1091,0.0%,1.0%,6.3%,20.8%,"$2,296,672","557,198,875",700M,"$60,783,804"
666,Orbs ORBS,,$0.01291,0.5%,1.4%,6.7%,25.1%,"$4,526,386","4,723,576,836",10B,"$60,753,689"
661,Ocean Protocol OCEAN,,$0.3034,1.0%,12.3%,15.6%,14.4%,"$1,831,843","200,081,035",267.86M,"$60,698,537"
658,Bless BLESS,,$0.03286,2.0%,13.5%,77.8%,34.1%,"$66,841,424","1,841,666,667",10B,"$60,681,667"
667,Ergo ERG,,$0.6542,0.0%,6.6%,0.5%,11.6%,"$477,696","92,571,237",97.74M,"$60,569,865"
665,Mira MIRA,,$0.297,1.3%,1.7%,9.0%,-,"$17,992,640","203,900,836",1B,"$60,562,383"
669,The Grays Currency PTGC,,$0.0002069,0.1%,0.8%,11.2%,23.3%,"$37,957.09","290,766,417,349",290.77B,"$60,272,727"
670,Whiteheart WHITE,,"$6,675.41",-,-,-,-,"$4,687.58","8,888",8888,"$59,331,024"
668,Mythos MYTH,,$0.0759,1.4%,0.4%,66.6%,4.9%,"$1,559,858","796,416,526",1B,"$60,137,557"
671,NKYC Token NKYC,,$15.02,0.4%,0.8%,4.0%,7.8%,"$224,735","4,000,000",4M,"$60,081,301"
672,TOMI TOMI,,$0.00001947,98.5%,84.7%,86.8%,68.5%,"$338,998","3,056,053,232,594",3.06T,"$59,904,770"
673,Delysium AGI,,$0.02861,0.4%,3.1%,12.3%,33.9%,"$1,654,922","2,086,982,212",3B,"$59,733,087"
674,Songbird SGB,,$0.003724,0.7%,0.2%,6.5%,24.7%,"$199,875","15,994,589,162",18.92B,"$59,571,321"
675,Coinshift USDL Morpho Vault CSUSDL,,$1.04,0.1%,0.8%,0.0%,0.4%,$0.00,"56,932,574",56.93M,"$59,479,812"
676,Nomina NOM,,$0.02043,1.0%,1.5%,0.5%,-,"$6,744,267","2,900,000,000",7.06B,"$59,239,690"
679,OKZOO AIOT,,$0.5238,1.0%,16.4%,8.5%,55.3%,"$4,333,076","112,516,666",1B,"$59,038,575"
677,Sophon SOPH,,$0.02928,1.8%,15.9%,23.7%,2.1%,"$45,518,689","2,000,000,000",10B,"$58,640,485"
678,Caldera ERA,,$0.3351,1.1%,9.2%,19.0%,44.2%,"$23,291,901","174,750,000",1B,"$58,595,256"
680,Geodnet GEOD,,$0.1331,1.3%,3.1%,4.3%,24.7%,"$420,615","438,777,944",976.57M,"$58,277,286"
682,Spell SPELL,,$0.000342,0.8%,1.0%,6.1%,25.2%,"$4,041,124","169,964,474,378",196.01B,"$58,147,615"
681,Solayer LAYER,,$0.2769,0.8%,1.2%,7.0%,37.8%,"$10,452,769","210,000,000",1B,"$58,150,633"
683,MVL MVL,,$0.002122,0.7%,3.4%,8.9%,22.3%,"$664,462","27,352,958,863",27.8B,"$58,056,216"
684,Coreum COREUM,,$0.08925,0.0%,0.4%,10.8%,35.2%,"$190,422","649,694,844",649.69M,"$57,975,253"
685,Auki AUKI,,$0.01957,0.0%,7.4%,25.7%,39.7%,"$283,854","2,945,930,523",9.99B,"$57,660,390"
686,BTU Protocol BTU,,$0.7083,-,-,-,-,$786.02,"80,000,000",100M,"$56,664,854"
687,Gigachad GIGA,,$0.005958,2.3%,4.9%,26.4%,44.2%,"$3,573,053","9,604,136,902",9.6B,"$57,382,414"
688,Elixir Staked deUSD SDEUSD,,$1.06,0.0%,0.0%,0.2%,0.4%,"$46,655.44","53,663,182",53.66M,"$57,136,546"
689,Aevo AEVO,,$0.06224,0.9%,1.9%,10.7%,41.5%,"$17,498,757","914,863,646",1B,"$56,962,704"
691,Wiki Cat WKC,,$0.061037,0.8%,9.8%,16.9%,46.3%,"$503,227","544,106,739,897,073",544.11T,"$56,952,115"
690,Venice Token VVV,,$1.41,0.9%,2.6%,12.5%,34.7%,"$3,932,458","40,254,206",76.22M,"$56,899,492"
692,VNDC VNDC,,$0.00003994,0.5%,3.4%,3.9%,3.3%,$40.62,"1,422,830,000,000",1.42T,"$56,829,387"
693,Alchemist AI ALCH,,$0.06675,0.2%,0.3%,11.0%,3.1%,"$19,282,302","850,000,000",999.95M,"$56,757,714"
695,Sanctum Infinity INF,,$258.44,0.5%,1.5%,2.6%,13.6%,"$9,613,689","218,184",668264,"$56,443,524"
694,Celium SN51,,$20.76,3.9%,3.7%,7.2%,6.0%,"$426,087","2,706,076",2.71M,"$56,365,788"
696,Bonfida FIDA,,$0.05666,1.0%,2.3%,9.2%,30.5%,"$3,993,990","990,911,200",1B,"$56,146,474"
697,Magic Internet Money (Ethereum) MIM,,$0.9998,0.1%,0.0%,0.8%,1.0%,"$750,496","55,611,861",174.9M,"$139,561,537"
698,Bridged Tether (opBNB) USDT,,$0.9972,0.2%,0.2%,1.8%,0.8%,"$15,296.42","55,512,806",55.51M,"$55,352,986"
699,Cronos Bridged WBTC (Cronos) WBTC,,"$109,604",0.3%,1.6%,1.6%,2.9%,"$282,350",504,504.39,"$55,299,002"
700,Osaka Protocol OSAK,,$0.07724,0.4%,1.5%,25.6%,51.0%,"$60,973.44","761,459,784,660,251",761.46T,"$55,235,705"
701,Bounce AUCTION,,$7.78,1.1%,4.8%,23.3%,12.2%,"$42,999,094","7,090,294",7.64M,"$55,172,564"
702,Audius AUDIO,,$0.04037,0.9%,0.2%,10.1%,29.0%,"$6,317,788","1,366,169,908",1.37B,"$55,186,865"
703,BUSD BUSD,,$0.9979,0.1%,0.3%,0.2%,1.5%,"$161,473","55,026,240",55.03M,"$54,962,573"
704,Hemi HEMI,,$0.05615,0.6%,1.7%,14.4%,55.3%,"$20,002,513","977,500,000",10B,"$54,859,472"
705,VaultBridge Bridged USDC (Katana) VBUSDC,,$1.00,0.1%,0.1%,0.3%,0.0%,"$25,559,087","54,801,383",54.8M,"$54,843,335"
706,Mezo Wrapped BTC BTC,,"$109,007",0.0%,0.8%,1.1%,3.6%,"$8,820.11",503,503.04,"$54,821,926"
707,StraitsX XUSD XUSD,,$1.00,0.0%,0.0%,0.0%,0.0%,"$37,745,431","54,553,081",54.55M,"$54,558,116"
709,Freysa AI FAI,,$0.006655,3.0%,7.0%,25.9%,34.2%,"$685,038","8,189,700,000",8.19B,"$54,496,892"
708,IQ IQ,,$0.00232,0.1%,1.5%,11.5%,27.9%,"$1,149,774","23,444,092,891",23.44B,"$54,432,946"
710,Chain-key Bitcoin CKBTC,,"$109,302",0.5%,2.0%,1.6%,3.6%,"$21,252.60",497,496.84,"$54,387,111"
711,Sai SAI,,$20.28,0.4%,0.9%,4.3%,7.7%,$20.73,"2,671,294",2.67M,"$54,233,597"
712,PYTHIA PYTHIA,,$0.05405,0.4%,2.4%,3.4%,11.6%,"$982,788","998,377,564",998.38M,"$53,962,544"
713,BLOCKv VEE,,$0.01483,0.9%,16.9%,29.8%,2.1%,"$134,810","3,646,271,241",3.65B,"$53,887,216"
714,Chintai CHEX,,$0.05364,0.6%,3.5%,26.1%,40.9%,"$1,581,403","998,921,892",998.92M,"$53,585,386"
715,aixbt AIXBT,,$0.05363,0.7%,2.9%,15.4%,45.9%,"$19,755,952","994,658,423",1B,"$53,336,979"
716,Escoin ELG,,$0.2889,0.4%,0.4%,0.9%,0.4%,"$324,574","184,209,191",250M,"$53,203,128"
718,Gravity (by Galxe) G,,$0.007305,0.6%,0.9%,6.8%,28.7%,"$2,986,138","7,232,700,000",12B,"$52,826,934"
717,Sign SIGN,,$0.03911,0.5%,3.0%,9.7%,50.4%,"$12,896,516","1,350,000,000",10B,"$52,812,714"
719,MiL.k MLK,,$0.1036,0.4%,2.1%,5.5%,25.0%,"$4,673,926","504,645,159",986.25M,"$52,348,480"
720,Kyber Network Crystal KNC,,$0.307,1.3%,1.2%,9.7%,10.5%,"$15,783,004","170,152,851",240.55M,"$52,310,041"
721,CYBER CYBER,,$1.05,0.9%,1.0%,6.2%,34.3%,"$12,338,033","49,600,367",100M,"$52,047,039"
722,YZY YZY,,$0.4002,0.2%,0.9%,1.5%,5.9%,"$4,224,020","130,000,000",1000M,"$51,972,472"
723,Quack AI Q,,$0.03203,1.6%,3.0%,33.7%,34.1%,"$13,274,073","1,616,000,000",10B,"$51,849,806"
724,Hivemapper HONEY,,$0.01045,0.6%,1.2%,9.5%,25.6%,"$541,945","4,959,600,585",6.51B,"$51,752,427"
725,CJournal CJL,,$0.08744,0.1%,1.6%,2.0%,10.5%,"$14,836.62","589,416,460",1B,"$51,542,831"
728,Tokamak Network TON,,$0.9489,0.8%,1.3%,4.9%,18.3%,"$198,250","54,226,049",97.92M,"$51,466,592"
726,MetaMask USD MUSD,,$1.00,0.0%,0.2%,0.0%,0.2%,"$62,854,943","51,464,903",51.46M,"$51,451,049"
727,Goatseus Maximus GOAT,,$0.0512,0.9%,0.5%,9.0%,40.7%,"$8,873,751","999,991,101",999.99M,"$51,199,766"
731,CREPE CREPE,,$0.00007364,3.1%,14.1%,99.2%,209.3%,"$2,591,054","690,000,000,000",690B,"$51,114,621"
729,Animecoin ANIME,,$0.00921,0.8%,0.5%,7.0%,34.9%,"$14,100,578","5,538,604,656",10B,"$51,025,612"
730,Cookie DAO COOKIE,,$0.08171,1.1%,1.4%,12.5%,26.3%,"$7,334,703","623,633,775",999.89M,"$51,001,154"
732,dKargo DKA,,$0.01011,0.0%,0.1%,7.1%,25.6%,"$1,744,008","5,000,000,000",5B,"$50,649,220"
733,ZEROBASE ZBT,,$0.2668,0.2%,0.7%,-,-,"$724,305,024","190,000,000",1B,"$50,447,561"
734,Liquity LQTY,,$0.5113,1.0%,1.7%,6.7%,34.1%,"$6,976,463","97,895,727",100M,"$50,175,307"
736,Manta Network MANTA,,$0.111,0.5%,1.8%,10.2%,40.5%,"$6,913,028","450,152,085",1B,"$49,957,172"
737,Zentry ZENT,,$0.006488,0.5%,2.1%,8.5%,24.9%,"$9,007,820","7,686,278,718",9.71B,"$49,882,770"
735,Targon SN4,,$16.85,3.8%,4.4%,6.3%,11.6%,"$119,369","2,955,341",2.96M,"$49,792,820"
739,Shentu CTK,,$0.3325,1.7%,3.1%,16.5%,5.6%,"$2,926,966","149,381,708",151.65M,"$49,669,663"
738,DIA DIA,,$0.4146,2.2%,2.5%,6.2%,31.0%,"$6,924,355","119,676,104",168.82M,"$49,676,434"
740,Secret SCRT,,$0.1539,1.2%,2.9%,11.7%,2.2%,"$4,565,915","322,189,313",337.18M,"$49,596,082"
741,R0AR Token 1R0R,,$0.007574,0.1%,1.4%,22.1%,63.4%,"$15,273.27","6,542,620,182",10B,"$49,556,465"
742,Definitive EDGE,,$0.2439,0.1%,2.4%,6.0%,25.0%,"$6,195,376","203,024,680",1B,"$49,518,538"
743,SAFEbit SAFE,,$0.2583,0.7%,1.1%,18.8%,36.8%,"$1,158,788","191,350,000",1B,"$49,414,985"
744,BounceBit BB,,$0.1198,1.2%,0.3%,16.6%,41.3%,"$18,997,818","409,500,000",2.1B,"$49,090,777"
745,Sygnum FIUSD Liquidity Fund FIUSD,,"$11,633.62",0.0%,0.0%,0.1%,0.3%,$0.00,"4,196",4196,"$48,814,664"
746,Ontology Gas ONG,,$0.1133,0.8%,2.3%,9.5%,26.9%,"$2,493,397","429,405,966",1B,"$48,673,190"
747,Hex Trust USD USDX,,$1.00,0.1%,0.1%,0.2%,0.1%,"$5,375.93","48,515,367",48.52M,"$48,589,868"
748,Across Protocol ACX,,$0.07821,1.4%,1.2%,10.4%,31.6%,"$4,803,017","618,300,241",1B,"$48,343,841"
749,Civic CVC,,$0.06019,1.0%,1.0%,10.1%,29.2%,"$3,742,539","802,000,010",1B,"$48,316,169"
751,Steem STEEM,,$0.09123,0.6%,0.4%,8.0%,25.6%,"$18,809,655","529,495,153",529.93M,"$48,307,258"
750,STBL STBL,,$0.09665,1.4%,11.8%,23.9%,71.9%,"$38,219,850","500,000,000",10B,"$48,249,007"
752,VeraOne VRO,,$131.17,0.2%,1.4%,4.6%,8.0%,"$42,934.36","367,257",367256.74,"$48,174,697"
753,DOVU DOVU,,$0.004821,1.9%,2.3%,18.7%,29.5%,"$287,308","9,990,266,704",10B,"$48,163,215"
767,Ore ORE,,$115.74,9.1%,116.0%,887.2%,1135.3%,"$9,844,211","413,055",413055.45,"$48,094,377"
755,Overnight.fi USD+ USD+,,$1.00,0.0%,0.0%,0.0%,0.0%,"$1,370,261","48,085,096",48.09M,"$48,082,793"
754,SATS (Ordinals) SATS,,$0.072287,0.3%,2.5%,11.2%,34.2%,"$8,815,613","2,100,000,000,000,000",2100T,"$48,042,090"
756,Noble Dollar (USDN) USDN,,$1.00,0.0%,0.0%,0.0%,0.0%,"$68,336.55","48,032,346",48.03M,"$48,037,855"
757,Flux FLUX,,$0.1221,0.5%,0.3%,8.4%,33.3%,"$2,654,098","393,041,609",393.11M,"$47,987,276"
758,Gemini Dollar GUSD,,$0.9997,0.0%,0.0%,0.1%,0.0%,"$288,701","47,948,690",47.95M,"$47,943,307"
759,ChangeNOW NOW,,$0.5715,0.4%,2.0%,4.4%,25.4%,"$69,445.73","83,809,846",97.81M,"$47,912,391"
760,Mountain Protocol USD USDM,,$0.9982,0.0%,0.1%,2.3%,0.0%,$627.61,"48,000,501",48M,"$47,907,890"
761,Banana Gun BANANA,,$11.92,1.5%,0.6%,13.1%,32.3%,"$8,447,941","4,016,522",8.45M,"$47,896,601"
762,PHALA PHA,,$0.05865,1.1%,1.0%,15.6%,40.3%,"$8,401,105","815,267,600",1B,"$47,815,039"
763,Steakhouse ETH Morpho Vault STEAKETH,,"$3,999.58",0.4%,1.0%,4.1%,7.8%,$0.00,"11,924",11923.73,"$47,689,957"
764,BOLD BOLD,,$1.00,0.0%,0.0%,0.1%,0.3%,"$675,959","47,669,546",47.67M,"$47,685,661"
765,Arcblock ABT,,$0.4823,0.1%,3.3%,6.8%,23.0%,"$261,508","98,580,000",186M,"$47,519,434"
766,KGeN KGEN,,$0.2404,2.6%,3.2%,11.9%,-,"$28,481,726","198,677,778",1B,"$47,424,601"
768,Marlin POND,,$0.005772,0.9%,1.5%,10.7%,27.5%,"$2,676,189","8,202,394,162",10B,"$47,348,078"
769,Boundless ZKC,,$0.2354,2.5%,7.8%,26.7%,63.1%,"$59,277,947","200,937,056",1B,"$47,285,220"
771,StorX SRX,,$0.07805,0.2%,1.7%,8.8%,13.0%,"$3,019,774","604,839,925",604.84M,"$47,204,575"
770,Doodles DOOD,,$0.006041,0.4%,0.7%,20.9%,53.7%,"$18,013,627","7,800,000,000",10B,"$47,122,635"
772,SPACE ID ID,,$0.1093,0.7%,1.0%,8.4%,29.0%,"$9,775,869","430,506,132",2B,"$47,085,369"
773,Rootstock Infrastructure Framework RIF,,$0.04703,0.7%,0.6%,4.0%,20.8%,"$987,640","1,000,000,000",1B,"$47,024,466"
774,ChainGPT CGPT,,$0.05419,1.5%,1.0%,10.3%,34.4%,"$7,146,012","865,957,336",997.83M,"$46,915,118"
776,Rujira RUJI,,$0.6283,0.1%,4.3%,9.0%,29.0%,"$299,829","74,500,000",100M,"$46,812,479"
775,Taiko TAIKO,,$0.2508,1.1%,1.7%,10.8%,32.4%,"$7,495,019","186,604,809",1B,"$46,804,915"
777,Holoworld HOLO,,$0.134,0.9%,5.3%,4.7%,53.9%,"$33,579,786","347,376,226",2.05B,"$46,591,661"
778,TokenPocket Token TPT,,$0.01345,0.3%,1.1%,3.5%,19.2%,"$116,488","3,466,457,399",3.47B,"$46,604,993"
779,Cartesi CTSI,,$0.05259,0.8%,1.9%,10.8%,33.9%,"$4,969,319","884,702,532",1B,"$46,541,980"
780,Energy Web EWT,,$0.7685,0.1%,1.4%,17.1%,24.8%,"$429,867","60,544,174",69.02M,"$46,491,272"
781,GameBuild GAME,,$0.002518,0.1%,0.1%,3.3%,19.4%,"$1,507,854","18,356,840,358",21.42B,"$46,215,029"
782,Apertum APTM,,$0.7438,0.4%,2.3%,8.2%,42.9%,"$1,546,205","61,752,466",64.26M,"$46,013,671"
783,Tornado Cash TORN,,$12.06,0.2%,1.2%,7.9%,4.6%,"$2,600,146","3,810,551",10M,"$45,947,638"
784,WAX WAXP,,$0.01311,0.8%,1.6%,10.0%,26.8%,"$2,433,730","3,504,099,552",3.77B,"$45,922,377"
785,Universal ETH UNIETH,,"$4,276.24",0.3%,1.0%,3.9%,7.7%,"$9,373.50","10,710",10710.16,"$45,834,576"
786,Moonwell Flagship USDC (Morpho Vault) MWUSDC,,$1.05,-,-,-,-,$2.03,"43,564,821",43.56M,"$45,881,490"
787,JOE JOE,,$0.1135,1.2%,0.0%,9.4%,38.3%,"$5,354,807","402,980,934",499.71M,"$45,717,131"
790,Wrapped NXM WNXM,,$90.06,0.3%,1.4%,4.4%,5.1%,"$98,155.92","501,446",501446.49,"$45,160,955"
788,Vine VINE,,$0.04512,0.9%,0.7%,13.9%,22.4%,"$12,094,492","999,978,121",999.98M,"$45,157,300"
789,Sonic SVM SONIC,,$0.1252,0.7%,1.5%,6.0%,32.7%,"$12,257,579","360,000,000",2.4B,"$45,115,700"
791,WorldAssets INC,,$0.5005,0.0%,0.2%,28.1%,-,"$371,723","90,000,000",300M,"$45,061,237"
792,Coinbase Wrapped XRP CBXRP,,$2.39,0.6%,0.9%,2.3%,16.4%,"$882,543","18,701,557",18.7M,"$44,804,852"
793,Renzo REZ,,$0.01025,0.8%,2.2%,18.9%,9.9%,"$15,846,339","4,325,079,198",10B,"$44,335,271"
795,Huma Finance HUMA,,$0.02556,0.6%,6.5%,14.0%,19.4%,"$113,208,984","1,733,333,333",10B,"$44,284,704"
794,TerraClassicUSD USTC,,$0.007906,1.1%,2.2%,10.1%,29.6%,"$5,018,155","5,587,518,184",6.09B,"$44,186,563"
796,APX APX,,$1.18,0.3%,1.8%,5.5%,27.7%,"$413,833","37,473,615",3.98B,"$44,145,820"
798,Savings crvUSD SCRVUSD,,$1.08,0.0%,0.0%,0.1%,0.7%,"$1,809,453","41,039,793",41.04M,"$44,136,365"
797,GeorgePlaysClashRoyale CLASH,,$0.04399,1.8%,9.3%,33.8%,-,"$1,782,335","999,999,592",1000M,"$44,118,104"
799,sETH SETH,,"$3,802.24",0.2%,1.0%,3.4%,5.1%,"$3,459.69","11,584",11584.25,"$44,041,143"
800,CARV CARV,,$0.1487,1.0%,1.2%,17.1%,48.8%,"$17,440,805","295,363,895",1B,"$43,932,502"
801,Usual ETH ETH0,,"$3,855.70",-,-,-,-,$13.93,"11,576",11576.01,"$44,633,612"
802,Treasure MAGIC,,$0.1385,0.5%,0.0%,1.8%,23.1%,"$23,592,818","316,485,732",347.69M,"$43,889,500"
804,Metal DAO MTL,,$0.4997,1.0%,1.0%,4.7%,24.6%,"$2,117,937","87,659,735",87.66M,"$43,656,202"
803,SynFutures F,,$0.01562,6.1%,23.8%,69.0%,7.0%,"$34,302,386","2,711,524,825",10B,"$43,531,513"
805,TAGGER TAG,,$0.0003993,0.6%,0.1%,1.8%,20.6%,"$6,750,834","108,864,805,114",405.38B,"$43,456,586"
807,DarkStar DARKSTAR,,$0.1477,1.6%,1.3%,16.6%,31.9%,"$19,720,947","293,333,334",1B,"$43,363,926"
809,Synthetix sUSD SUSD,,$0.9957,0.0%,0.2%,0.1%,3.1%,"$545,358","43,549,469",43.55M,"$43,365,833"
806,FLOCK FLOCK,,$0.1818,1.3%,3.8%,14.3%,31.6%,"$7,171,835","238,516,022",1B,"$43,366,804"
810,DORA DORA,,$0.04336,0.1%,0.3%,16.4%,86.0%,"$244,934","1,000,000,000",1B,"$43,358,971"
808,Corn CORN,,$0.08257,0.3%,8.6%,6.7%,3.2%,"$7,212,517","525,000,000",2.1B,"$43,349,803"
811,Ekubo Protocol EKUBO,,$4.33,0.3%,1.5%,8.2%,13.6%,"$124,089","10,000,000",10M,"$43,296,421"
812,Bifrost BFC,,$0.03112,0.2%,5.5%,2.8%,19.4%,"$2,553,702","1,391,269,926",2.37B,"$43,284,768"
813,Lisk LSK,,$0.2117,1.2%,1.3%,10.3%,34.3%,"$3,201,819","203,678,125",400M,"$43,129,573"
814,QANplatform QANX,,$0.02532,0.3%,0.7%,2.8%,8.4%,"$230,389","1,700,000,000",2.1B,"$43,107,159"
815,SX Network SX,,$0.08028,1.5%,2.3%,8.2%,88.0%,"$83,139.65","535,472,010",999.25M,"$43,072,428"
816,Wrapped XRP WXRP,,$2.40,0.9%,0.8%,0.5%,15.3%,"$14,991.86","17,947,559",17.95M,"$43,036,799"
817,WazirX WRX,,$0.09195,6.2%,19.5%,31.2%,84.5%,"$117,186","456,517,027",1B,"$43,000,181"
