Rank,Name,Symbol,Price,Change_1h,Change_24h,Change_7d,Change_30d,Volume_24h,Circulating_Supply,Total_Supply,Market_Cap,Cluster,PC1,PC2
1064,Polyhedra NetworkZKJ,,0.07316,2.2%,6.8,14.1,49.7%,"$16,318,898","386,027,777",1B,28196799.0,0,0.5063979229741328,-0.22984697509319682
1068,CorgiAICORGIAI,,8.2e-05,0.0%,1.6,10.6,32.3%,"$83,795.86","343,528,919,002",372.5B,28174355.0,0,-0.07695695135689004,-0.30960382402591935
1065,BNB Attestation ServiceBAS,,0.01126,3.4%,11.5,87.5,27.6%,"$53,890,428","2,500,000,000",10B,28149477.0,4,2.597933755040484,0.0062407101399276094
1066,Tesla xStockTSLAX,,424.44,0.1%,4.1,2.5,3.2%,"$17,339,974","66,268",97998.22,28127547.0,0,-0.016731909804310045,-0.2770739691634221
1073,ManyuMANYU,,0.072811,2.9%,13.2,5.2,49.2%,"$1,865,533","1,000,000,000,000,000",1000T,28106370.0,0,0.9302250222099357,-0.16258677938426025
1069,TreeTREE,,0.2772,0.5%,3.2,4.1,3.7%,"$19,471.87","101,361,867",116.11M,28100606.0,0,-0.0662096599010445,-0.3027844257945407
1067,ZND TokenZND,,0.1808,0.1%,5.7,2.9,34.4%,"$3,164,504","155,274,284",694.11M,28081446.0,0,0.1500498817752618,-0.2711907819358498
1071,Six SigmaSIX,,0.01867,1.2%,2.9,13.2,51.3%,"$4,672.02","1,499,999,997",1.5B,28000408.0,0,0.10730864461671097,-0.28571556854153496
1072,FoomFOOM,,0.061598,0.4%,1.0,0.5,4.4%,"$570,300","175,000,000,000,000",175T,27971912.0,0,-0.36020519695904496,-0.3415373893706802
1074,inSure DeFiSURE,,0.001052,0.6%,15.5,87.8,25.6%,"$19,333.89","26,482,078,217",88B,27864732.0,4,2.9934030506138787,0.06186835543293369
1075,AdrenaADX,,0.02819,2.1%,24.9,44.7,0.1%,"$149,401","987,951,006",995.09M,27852599.0,4,2.947123573312185,0.09058181029658628
1076,MovieBlocMBL,,0.001476,0.7%,0.9,8.1,27.5%,"$5,645,938","18,861,887,214",30B,27830574.0,0,-0.20065446993176653,-0.32522931549288375
1070,ElixirELX,,0.1065,3.8%,12.0,5.2,13.6%,"$9,600,865","259,270,213",1B,27726223.0,0,0.8136109114085638,-0.1792701584725799
1077,infiniFi Locked iUSD (1week)LIUSD,,1.13,0.7%,0.0,0.6,0.6%,"$1,745,483","24,416,356",24.42M,27502755.0,0,-0.4551549319633235,-0.3552324297164374
1078,MAIMIMATIC,,0.997,0.0%,0.2,0.4,0.3%,"$17,520.60","27,563,987",302.38M,27473433.0,0,-0.4401683628426183,-0.3529651882462032
1079,Bone ShibaSwapBONE,,0.1097,0.4%,0.2,2.2,29.6%,"$2,335,379","249,892,048",250M,27402382.0,0,-0.4000714121409953,-0.34882853150496984
1080,McDull (Meme)MCDULL,,0.053072,0.0%,1.8,4.8,21.4%,"$1,722.08","8,888,885,105,500",8.89T,27325240.0,0,-0.1866520018511168,-0.3207713315321085
1081,InitiaINIT,,0.1621,1.0%,3.7,12.9,50.0%,"$20,414,617","168,058,066",1B,27240143.0,0,0.17841784294615948,-0.27573692206608624
1082,Soneium Bridged USDC (Soneium)USDC.E,,0.9991,0.0%,0.1,0.1,0.1%,"$1,354,770","27,219,214",27.22M,27192731.0,0,-0.4565556419665256,-0.3551665939647272
1083,L2 Standard Bridged WETH (Blast)WETH,,3865.69,0.4%,1.2,4.2,8.3%,"$87,091.75","7,069",7069.21,27158073.0,0,-0.27983843668361347,-0.17513521305990437
1084,Unit FartcoinUFART,,0.3381,0.1%,5.4,17.3,45.8%,"$9,907.74","80,098,772",1B,27078626.0,0,0.44164796458429273,-0.24212761969064142
1085,MARBLEXMBX,,0.1039,0.2%,0.6,22.9,32.9%,"$1,467,507","260,368,554",321.34M,27067430.0,0,0.09984095282899683,-0.29512786276083575
1086,Tether Gold TokensXAUT0,,4119.61,0.2%,1.9,2.9,8.9%,"$3,092,420","6,564",6563.88,27044175.0,0,-0.24216363394874382,-0.15838175697147505
1087,Monerium EUR emoneyEURE,,1.16,0.3%,0.1,0.4,1.8%,"$55,834.31","23,306,196",23.31M,26997075.0,0,-0.44986568421371476,-0.3545462729155434
1088,PaluPALU,,0.02708,2.4%,7.2,6.2,-,"$8,110,385","1,000,000,000",1B,26934953.0,0,0.36939198047073446,-0.24335332336162516
1089,Aster Staked USDFASUSDF,,1.04,0.3%,0.2,0.2,0.5%,"$189,936","25,750,125",25.75M,26894730.0,0,-0.4445950235326335,-0.3536872419303257
1090,ROAM TokenROAM,,0.08337,2.9%,0.7,35.1,24.3%,"$25,739,103","321,660,525",995.94M,26814389.0,0,0.3812841640502113,-0.2653719250132452
1091,NAVI ProtocolNAVX,,0.03702,0.6%,0.7,12.1,1.1%,"$2,308,791","719,719,712",1B,26607879.0,0,-0.13094873833420753,-0.319181055418602
1092,Stader MaticXMATICX,,0.2239,0.7%,1.4,2.2,16.2%,"$7,462.40","118,667,405",118.67M,26568521.0,0,-0.28339966587535387,-0.3326776931338224
1093,Access ProtocolACS,,0.0006011,0.4%,1.0,20.2,29.6%,"$702,601","43,892,031,538",89.37B,26475773.0,0,0.07861454142930656,-0.29619483022244003
1094,Bitcoin Limited EditionBTCLE,,131.14,0.3%,0.2,1.1,4.1%,"$43,880.80","200,279",210000,26385827.0,0,-0.4252503381831311,-0.34658200929392824
1095,MetadiumMETA,,0.01522,0.9%,2.7,13.9,19.6%,"$742,679","1,721,008,720",2B,26390967.0,0,0.10353746659786983,-0.2875474512129228
1097,Aave USDC (Sonic)ASONUSDC,,1.01,0.0%,0.0,0.0,0.0%,"$282,100","26,138,879",26.14M,26303540.0,0,-0.4684593814014776,-0.3571704542824463
1098,Collector CryptCARDS,,0.1214,2.7%,15.4,0.1,2.9%,"$2,509,073","216,278,389",2B,26285597.0,0,1.030553840120421,-0.14502376832099667
1100,Hamster KombatHMSTR,,0.0004076,1.0%,0.9,9.4,36.7%,"$5,108,395","64,375,000,000",100B,26251162.0,0,-0.1716255388318018,-0.32289381860982486
1099,GoPlus SecurityGPS,,0.008316,1.3%,1.4,9.4,25.3%,"$4,691,207","3,155,000,000",10B,26235953.0,0,-0.1230280885433066,-0.316018532126042
1102,MIAMIA,,0.0478,0.7%,1.5,9.9,14.7%,"$36,171.49","548,320,000",1B,26221145.0,0,-0.10217252319805288,-0.3134794385364092
1101,MakerDAO Arbitrum Bridged DAI (Arbitrum One)DAI,,0.9983,0.4%,0.3,0.3,0.5%,"$3,222,287","26,270,317",26.27M,26215835.0,0,-0.43261560402647103,-0.3523801589371153
1096,Unit SolanaUSOL,,188.12,0.3%,1.5,3.1,14.0%,"$20,982,988","139,361",500M,26215592.0,0,-0.2546648225078503,-0.3218039641979439
1104,sDOLASDOLA,,1.16,0.1%,0.0,0.2,0.8%,"$138,130","22,508,348",22.61M,26170627.0,0,-0.4639995282013335,-0.3567562874623218
1103,Kyros Restaked SOLKYSOL,,232.57,0.2%,1.5,2.8,13.7%,"$67,591.99","112,444",112444.47,26151404.0,0,-0.26159056490877614,-0.32074651802307935
1105,Yield Optimizer USDYOUSD,,1.04,0.0%,0.0,0.2,0.8%,"$19,654.25","25,024,111",25.02M,26105443.0,0,-0.46399572147082513,-0.3567900235425471
1106,Loan ProtocolLOAN,,0.0009138,1.4%,0.7,7.4,26.1%,"$275,943","28,574,671,772",102.92B,26080624.0,0,-0.23559891309763195,-0.33039305555154186
1107,Epic ChainEPIC,,0.8682,1.6%,1.4,13.4,52.3%,"$6,626,255","30,000,000",30M,26037090.0,0,-0.0339375412848225,-0.3067303235001024
1108,AVA (Travala)AVA,,0.3706,0.9%,1.4,7.0,28.5%,"$6,028,425","69,949,531",69.95M,25945116.0,0,-0.17646755455637636,-0.3217380877172829
1109,0xy0XY,,0.02593,0.3%,12.0,43.4,51.1%,"$7,136.00","999,999,997",1000M,25921940.0,0,1.6644672244585208,-0.09085898540935478
1111,FiroFIRO,,1.44,2.4%,5.7,1.6,141.1%,"$536,972","17,847,638",17.85M,25836710.0,0,0.12119809377703594,-0.27517194842892007
1110,AquariusAQUA,,0.0007189,0.3%,0.4,4.9,20.6%,"$331,833","35,910,636,013",99.97B,25814064.0,0,-0.32042273172875674,-0.34047898699737256
1112,MEDXTMEDXT,,0.001229,0.3%,4.0,31.7,42.6%,"$14,535.87","20,863,460,801",25B,25669860.0,0,0.626355469272085,-0.22840415299202532
1114,Just a chill guyCHILLGUY,,0.02561,1.9%,0.6,12.5,34.1%,"$6,627,797","999,950,126",999.95M,25628379.0,0,-0.1317122852482084,-0.3200581379297376
1116,Torch of LibertyLIBERTY,,0.02557,1.8%,28.8,19.2,46.4%,"$1,501,479","1,000,000,000",1B,25603188.0,4,2.7583649449445846,0.08370700468368193
1115,MinswapMIN,,0.01454,1.1%,1.1,11.9,32.6%,"$106,087","1,758,109,731",2.5B,25569669.0,0,-0.09647549820483951,-0.31460418781186206
1117,L2 Standard Bridged USDT (Base)USDT,,0.9994,0.0%,0.0,0.0,0.1%,"$39,842,981","25,556,530",25.56M,25536849.0,0,-0.46842240363936805,-0.3575109533767832
1118,BOTXCOINBOTX,,0.01395,0.9%,8.3,15.7,28.5%,"$362,631","1,759,052,523",5B,25392881.0,0,0.6879578594051683,-0.20671117298672148
1119,EnzymeMLN,,8.48,0.7%,3.6,47.4,16.3%,"$36,999,070","2,988,447",2.99M,25341109.0,0,0.9371082961616135,-0.19704778032445985
1120,StorjSTORJ,,0.1762,0.8%,3.6,4.3,24.9%,"$13,615,717","143,787,439",425M,25334995.0,0,-0.022744226812018625,-0.2980427336445813
1121,POL Staked WBERASWBERA,,2.47,0.1%,0.2,14.9,14.8%,"$9,216.18","10,236,632",10.24M,25275355.0,0,-0.11713484619432604,-0.32001673752175347
1122,XIONXION,,0.5955,0.0%,1.7,11.7,22.3%,"$8,467,399","42,398,847",200M,25262285.0,0,-0.04260210369135961,-0.3069262157623454
1123,TreehouseTREE,,0.1616,1.0%,2.0,5.9,43.7%,"$18,692,797","156,122,449",1B,25243237.0,0,-0.1426150623798416,-0.3163687655705522
1124,RadworksRAD,,0.5056,0.7%,0.4,4.8,18.7%,"$9,514,528","49,829,111",100M,25193669.0,0,-0.3226228116304099,-0.34096742302524774
1125,Botanix Pegged BitcoinPBTC,,109211.0,0.0%,1.6,2.2,3.7%,"$52,981.95",230,229.55,25060470.0,1,-0.8717377647487268,4.058859938430735
1127,PufferPUFFER,,0.08313,2.7%,2.3,20.3,55.2%,"$5,080,366","301,645,373",1B,25043890.0,0,0.2072617570734601,-0.27870063378649956
1126,tokenbotCLANKER,,24.97,1.0%,3.2,8.7,23.2%,"$10,343,117","1,000,000",1M,24972508.0,0,0.03625215338895732,-0.29243632437850137
1128,OzapayOZA,,0.03273,0.9%,4.8,12.5,-,"$131,868","759,590,014",996.89M,24945132.0,0,0.2765333760774008,-0.2625545087766548
1129,BlackholeBLACK,,0.1345,0.5%,0.1,21.4,60.9%,"$1,501,018","184,051,478",185.43M,24753324.0,0,0.017948293612730277,-0.30653798696369344
1132,PepecoinPEP,,0.0002465,0.1%,2.2,17.0,25.1%,"$170,736","100,026,150,000",100.03B,24651375.0,0,0.12406601714762144,-0.28796144239966065
1131,IXSIXS,,0.1368,0.3%,1.2,29.3,85.3%,"$131,872","180,000,000",180M,24618330.0,0,0.30081202817968855,-0.2730078357690803
1134,Sharp TokenSHARP,,0.008265,1.5%,1.9,2.3,-,"$49,906.31","2,976,492,187",68.23B,24599073.0,0,-0.2324797242318124,-0.32644466625065155
1133,OpenEdenEDEN,,0.1336,1.3%,6.2,18.4,-,"$18,252,994","183,870,000",1B,24585137.0,0,0.5440225750895656,-0.22966209595272583
1138,PepeCoinPEPECOIN,,0.2591,0.1%,3.6,18.8,31.9%,"$207,421","94,828,357",107.65M,24562404.0,0,0.30022838488746756,-0.2645178662523673
1137,SPDR S&P 500 ETF (Ondo Tokenized ETF)SPYON,,668.06,0.2%,0.6,0.1,0.0%,"$398,075","36,689",36688.78,24541617.0,0,-0.4115439724230874,-0.32264996234453497
1136,USUALxUSUALX,,0.05001,0.3%,1.1,0.5,48.2%,"$25,647.01","490,241,157",490.24M,24536714.0,0,-0.3503203636741035,-0.34168522678239716
1135,Ampleforth GovernanceFORTH,,2.13,1.0%,1.3,4.5,14.4%,"$1,829,042","11,503,546",15.3M,24530548.0,0,-0.24180718156314412,-0.3295098205811637
1139,Gnosis xDai Bridged WETH (Gnosis Chain)WETH,,3865.64,0.4%,1.1,4.1,7.9%,"$1,105,053","6,312",6311.72,24421064.0,0,-0.29165285847392924,-0.17796113827406265
1140,Impossible Finance LaunchpadIDIA,,0.03259,0.1%,4.6,22.8,75.0%,"$45,872.74","748,389,160",1B,24386816.0,0,0.4865173819495142,-0.24149956922515226
1142,StaderSD,,0.3693,1.3%,1.1,9.9,35.8%,"$2,823,680","65,807,825",120M,24299200.0,0,-0.14095917401639105,-0.3198243853317593
1141,Plume USDPUSD,,0.9984,0.0%,0.2,0.3,0.1%,"$552,370","24,331,588",24.33M,24295137.0,0,-0.44224246886758717,-0.3546084416496821
1143,Lido Staked SOLSTSOL,,228.5,0.3%,1.6,2.0,14.1%,"$142,276","106,156",106156.16,24256150.0,0,-0.26957444813494147,-0.3222427874658421
1144,Gyroscope GYDGYD,,1.0,0.2%,0.2,0.1,0.2%,"$122,331","24,208,960",24.21M,24208107.0,0,-0.4466925748494879,-0.3551140730877524
1167,DexToolsDEXT,,0.3416,0.2%,0.7,2.9,36.5%,"$109,240","70,776,062",112.55M,24174058.0,0,-0.33573047867210937,-0.3417346251480583
1146,Mansory TokenMNSRY,,0.02678,0.3%,3.6,1.4,0.6%,"$1,086,071","899,993,842",899.99M,24133291.0,0,-0.08727270310104998,-0.30535461149507875
1145,TrueFiTRU,,0.01816,0.6%,2.0,10.5,38.0%,"$10,167,862","1,329,345,686",1.34B,24133286.0,0,-0.04011219521899101,-0.306123726456678
1147,Midas mEDGEMEDGE,,1.06,0.0%,0.0,0.7,1.3%,$27.78,"22,727,631",22.73M,24003002.0,0,-0.4527588734805835,-0.35655404539553265
1149,Hylo Leveraged SOLXSOL,,1.67,0.7%,3.0,8.6,-,"$174,865","14,307,693",14.31M,23976683.0,0,0.014763941032472971,-0.29680074945329954
1148,SyscoinSYS,,0.0284,0.7%,1.3,8.5,21.5%,"$1,507,959","843,332,734",843.36M,23960729.0,0,-0.15268228838047598,-0.32050518244065157
1150,ynETH MAXYNETHX,,4084.68,0.5%,1.1,4.2,7.9%,"$1,080.47","5,864",5864.03,23948861.0,0,-0.29062211739273736,-0.16913327733027309
1151,Solv ProtocolSOLV,,0.01614,1.2%,3.3,16.1,60.6%,"$13,058,263","1,482,600,000",8.4B,23944647.0,0,0.21096854090519018,-0.27523642455456
1231,SuperWalk GRNDGRND,,0.03375,12.3%,1.2,30.9,20.3%,"$7,891,819","707,660,423",987.52M,23944142.0,0,0.33647936909405235,-0.26957427795522343
1153,Infinity GroundAIN,,0.1291,0.3%,0.6,6.4,13.9%,"$3,293,803","185,300,000",1B,23919990.0,0,-0.26748637644273454,-0.3350580798717153
1154,Coq InuCOQ,,0.063445,0.9%,2.0,3.7,40.5%,"$10,220,035","69,420,000,000,000",69.42T,23916403.0,0,-0.1915477910401552,-0.3220992608704076
1155,PinLinkPIN,,0.2986,0.0%,4.5,17.6,40.6%,"$1,320,983","80,000,000",100M,23868806.0,0,0.3610100084269307,-0.2552394007038406
1152,OpenKaitoSN5,,8.9,4.1%,4.8,10.7,7.8%,"$40,385.03","2,670,922",2.67M,23865856.0,0,0.23644740229525885,-0.26688066902765767
1157,Iron FishIRON,,0.3542,1.1%,19.8,35.9,143.9%,"$1,525,144","67,400,792",67.47M,23845659.0,4,2.2556390686345282,-0.0019279745657900574
1159,MAP ProtocolMAPO,,0.003922,0.1%,0.9,3.8,9.4%,"$637,522","6,070,236,804",9.7B,23817919.0,0,-0.2962284497437976,-0.33705156276375736
1158,Ninja Squad TokenNST,,2.77,0.7%,3.3,2.1,7.6%,"$596,056","8,611,274",8.61M,23813662.0,0,-0.10084062983593088,-0.30788033325583763
1161,Liquid MercuryMERC,,0.007577,0.0%,29.1,34.7,136.0%,"$89,193.97","3,141,917,243",6B,23804938.0,4,3.1328170036383667,0.12323736883113479
1160,SendSEND,,0.07468,0.1%,0.5,14.8,713.3%,"$149,430","318,756,626",965.7M,23803614.0,0,-0.0901197316951513,-0.31687033362334277
1162,ArAIstotleFACY,,0.04281,4.7%,0.4,13.8,21.2%,"$1,515,657","555,774,000",1B,23780595.0,0,-0.12210923758411503,-0.32059363162479315
1156,Fartboy$FARTBOY,,0.02376,1.3%,2.1,12.4,42.5%,"$243,109","999,387,898",999.39M,23747494.0,0,0.011941437910671373,-0.3004808988586236
1168,FuzzybearFUZZY,,7.472e-05,0.3%,0.3,81.9,67.8%,"$115,201","317,770,791,934",321B,23741070.0,0,1.3848585693010966,-0.16294413728828933
1164,PofuPOFU,,0.000237,0.1%,9.8,34.1,-,"$30,556.79","100,000,000,000",100B,23715938.0,0,1.2436234556399604,-0.1438378695175263
1163,MoboxMBOX,,0.04736,0.9%,0.9,12.0,19.1%,"$4,756,716","500,322,467",550.32M,23695629.0,0,-0.11359700035606973,-0.3179532563897428
1166,MyShellSHELL,,0.08773,0.9%,2.0,8.5,28.6%,"$12,073,090","270,000,000",1B,23687105.0,0,-0.08463397596392504,-0.31098976572629033
1165,Arena-ZA2Z,,0.003893,1.2%,0.9,1.0,20.5%,"$5,749,492","6,113,719,996",9.15B,23656214.0,0,-0.3585806930547962,-0.3436625884285866
1169,Milady Cult CoinCULT,,0.0005116,0.2%,3.9,7.5,35.5%,"$3,280,407","45,832,276,898",100B,23585123.0,0,0.07776767630510703,-0.28722345421895346
1170,MORI COINMORI,,0.02619,0.2%,4.6,6.0,42.2%,"$8,169,336","899,996,878",1000M,23571776.0,0,0.11239648381314803,-0.2810971374584179
1171,TokenFiTOKEN,,0.007975,1.2%,1.1,11.4,34.0%,"$2,885,174","2,956,195,776",10B,23564138.0,0,-0.10751460822910486,-0.3166617558570979
1174,ao ComputerAO,,4.65,0.2%,5.3,22.2,35.6%,"$187,335","5,063,699",5.06M,23534789.0,0,0.5412053132982266,-0.23345878631574993
1172,Kofi AptosKAPT,,3.12,0.8%,4.1,10.8,27.8%,"$263,113","7,528,369",7.52M,23504696.0,0,0.1706886411265246,-0.276674031829376
1173,RSS3RSS3,,0.02742,0.2%,0.4,10.9,29.0%,"$2,666,416","860,109,655",1.03B,23483770.0,0,-0.1866820328460514,-0.3274987548248902
1175,Lisk Bridged wstETH (Lisk)WSTETH,,4697.8,0.3%,1.1,4.5,7.6%,"$13,419.81","4,993",4992.7,23454198.0,0,-0.28732939212132347,-0.14400922651375012
1177,DUSKDUSK,,0.04669,1.2%,2.0,9.1,16.3%,"$3,506,908","500,000,000",500M,23377796.0,0,-0.07125598967160858,-0.3097273338665058
1176,SkyAISKYAI,,0.02338,1.6%,0.6,12.9,25.8%,"$10,345,425","1,000,000,000",1B,23372384.0,0,-0.12269506331773256,-0.32012470997553294
1178,Orchid ProtocolOXT,,0.03944,1.1%,1.5,7.9,19.9%,"$2,302,752","591,544,729",1B,23332358.0,0,-0.14657625045865055,-0.3194320510309299
1181,BityuanBTY,,0.03325,0.1%,0.8,5.5,26.4%,"$382,288","700,028,941",700.03M,23274292.0,0,-0.2680603410329407,-0.3346975693410504
1182,FortaFORT,,0.03718,0.5%,0.3,11.9,33.4%,"$823,937","625,484,416",1B,23248281.0,0,-0.17411866063830578,-0.32664369503968393
1179,TownsTOWNS,,0.01101,0.6%,4.4,0.7,49.0%,"$12,711,016","2,109,362,819",10.13B,23248001.0,0,-0.02506517404447309,-0.2963720052187531
1183,OptioOPT,,0.004071,0.7%,9.4,5.4,8.8%,"$8,464.81","5,705,713,255",7.47B,23224365.0,0,0.5655793869718762,-0.21658894088588612
1184,NATIX NetworkNATIX,,0.0005714,0.7%,0.7,4.6,25.7%,"$395,810","40,564,288,076",99.53B,23220415.0,0,-0.2978212125716438,-0.3382010408176075
1180,affineSN120,,22.4,4.2%,5.2,11.0,-,"$92,207.48","1,031,449",1.03M,23180629.0,0,0.28196410083810514,-0.2604359983100869
1185,DIAMDIAM,,0.01326,0.1%,1.5,1.4,6.8%,"$116,014","1,747,883,810",5.4B,23178903.0,0,-0.2913330709918965,-0.3346816845633703
1186,OORTOORT,,0.03718,0.5%,10.1,9.4,40.9%,"$1,782,118","621,260,981",2B,23130644.0,0,0.722704939699549,-0.19765292507233184
1187,Renzo Restaked SOLEZSOL,,232.66,0.2%,1.7,2.7,13.7%,"$225,387","99,278",99278.13,23121312.0,0,-0.24423359581445966,-0.3195677871949636
1188,MubarakMUBARAK,,0.02311,0.7%,0.7,13.7,31.8%,"$12,176,485","1,000,000,000",1B,23106877.0,0,-0.09514577290555248,-0.31699777496605425
1189,Quai NetworkQUAI,,0.03713,3.5%,3.3,14.8,13.7%,"$3,409,136","618,200,739",3B,23039260.0,0,0.18205915039909407,-0.2786732768670607
1190,AITVAITV,,0.09165,0.1%,0.5,2.1,15.2%,"$4,045.12","250,902,409",1B,22990586.0,0,-0.3729279555499678,-0.3468906684263204
1191,Layer3L3,,0.02493,0.1%,1.4,2.0,16.3%,"$6,567,035","921,163,587",3.33B,22975445.0,0,-0.28767982754657345,-0.33474652588782794
1192,TARS AITAI,,0.03908,1.3%,1.4,11.8,29.5%,"$2,788,027","586,681,334",895M,22927384.0,0,-0.06941748660111875,-0.31187972957284715
1193,MasterBOT$BOT,,0.02255,2.0%,4.7,67.4,-,"$3,520,780","999,995,690",1000M,22865434.0,0,1.4896162438806437,-0.13663676653142098
1194,FusionistACE,,0.2923,0.9%,0.6,10.2,40.9%,"$4,044,063","78,054,262",146.31M,22830725.0,0,-0.1828033635525317,-0.32665991172063136
1196,Midas mAPOLLOMAPOLLO,,1.04,0.0%,0.0,0.3,1.5%,$0.00,"21,890,554",21.89M,22714735.0,0,-0.46160530348219075,-0.35806045780436896
1197,ZERAZERA,,0.02259,0.9%,3.4,8.1,-,"$643,421","999,375,033",999.38M,22697656.0,0,0.04257638961284304,-0.2930966476506914
1195,CZ's DogBROCCOLI,,0.02338,1.1%,0.9,13.6,28.4%,"$11,864,867","971,060,585",971.06M,22701128.0,0,-0.07791467537837281,-0.3146585984197189
1198,Electronic USDEUSD,,1.0,0.1%,0.1,0.1,0.1%,"$1,054,426","22,686,206",22.69M,22694143.0,0,-0.4563390247515006,-0.3571619491019661
1218,RealREAL,,0.02259,1.9%,1.5,10.2,-,"$1,524,196","999,999,619",1000M,22589647.0,0,-0.09531608217656617,-0.3143905979705907
1204,YalaYALA,,0.09164,1.1%,4.0,9.0,24.2%,"$10,114,564","246,360,000",1B,22575380.0,0,0.1209423030174475,-0.2827881339266841
1199,Maxi PayFi Strategy TokenMPST,,0.9997,0.0%,0.0,0.0,0.0%,"$25,920.75","22,557,807",22.56M,22548896.0,0,-0.4682785252683376,-0.35883627616906744
1201,GunzGUN,,0.0187,1.6%,3.8,14.1,13.6%,"$5,382,697","1,204,500,000",10B,22542499.0,0,0.21508992811127822,-0.27364747061818456
1200,tao.botTAOBOT,,0.2816,0.2%,2.6,27.3,15.8%,"$58,371.32","80,035,000",100M,22528958.0,0,0.3924398873535808,-0.2593309030667263
1203,Bridged USD Coin (Scroll)USDC,,0.9979,0.1%,0.0,0.1,0.1%,"$940,112","22,522,100",22.52M,22511409.0,0,-0.4660495661913397,-0.3586194298467451
1202,Zeus NetworkZEUS,,0.06455,0.3%,3.3,23.5,50.2%,"$2,779,544","348,483,139",1000M,22505078.0,0,0.3758462425964146,-0.25859058098041304
1205,cBATCBAT,,0.003582,0.7%,3.5,9.5,19.0%,$0.00,"6,254,590,422",6.25B,22402635.0,0,0.08349006911265082,-0.2885822786863474
1206,SOSANASOSANA,,0.2518,9.3%,3.9,11.5,12.7%,"$9,663.26","88,888,888",88.89M,22395662.0,0,0.1669093115511691,-0.2783990956943887
1209,MetaMUIMMUI,,0.04704,0.3%,0.1,0.6,22.3%,"$840,592","475,875,184",800M,22353691.0,0,-0.44518160715266475,-0.3561835297398567
1210,Thala APTTHAPT,,3.16,0.9%,3.1,8.4,26.6%,"$92,602.64","7,075,140",7.08M,22337876.0,0,0.020099626556232,-0.29655852081784373
1211,MitosisMITO,,0.1101,0.7%,2.0,6.0,46.0%,"$5,140,941","202,411,971",1B,22316460.0,0,-0.14024669759702482,-0.3174354887573734
1212,Staked USNSUSN,,1.12,0.0%,0.1,0.2,0.9%,"$40,057.05","19,813,806",19.81M,22287493.0,0,-0.45409296714671415,-0.35710395307817966
1214,Harmony Horizon Bridged USDC (Harmony)1USDC,,1.0,-,0.0,0.0,624.2%,$2.10,"22,260,490",22.26M,22342811.0,0,-0.46826860324845765,-0.3589276750647599
1213,NeonNEON,,0.09282,0.8%,0.4,2.0,29.3%,"$1,323,163","239,465,431",1000M,22246124.0,0,-0.38483861002007647,-0.3488307238984606
1215,ELYSIAEL,,0.003268,0.0%,1.5,3.5,22.9%,"$279,331","6,803,300,705",6.8B,22242303.0,0,-0.24451789233468965,-0.3301930499303884
1207,Coral ProtocolCORAL,,0.002191,1.6%,2.8,3.8,16.8%,"$339,671","10,000,000,000",10B,22184747.0,0,-0.11148210198070516,-0.31162552530284643
1216,DAO MakerDAO,,0.08821,0.0%,0.8,2.5,20.1%,"$813,443","250,926,000",277.52M,22175240.0,0,-0.33482204184141606,-0.3421892467648233
1217,HippiusSN75,,8.13,0.1%,17.8,22.3,96.3%,"$8,924,448","2,726,995",2.73M,22171412.0,4,1.758397787844216,-0.0616472407859244
1219,Unagi TokenUNA,,0.03284,1.5%,13.2,16.6,36.7%,"$353,788","668,172,427",990.63M,22143005.0,0,1.1844068091972506,-0.13860920531357526
1220,XBorgXBG,,0.1032,0.5%,1.2,10.5,47.7%,"$192,874","215,000,074",1B,22136214.0,0,-0.11777132187279263,-0.31801687223947217
1221,Ski Mask DogSKI,,0.02208,2.3%,3.4,3.9,40.9%,"$403,206","1,000,000,000",1B,22060116.0,0,-0.05093295301417422,-0.3031884031262227
1223,BRACKYBRACKY,,0.0002203,0.5%,1.8,23.1,102.8%,"$97,213.81","100,000,000,000",100B,22019216.0,0,0.22117113499085614,-0.280388004938082
1222,LandWolfWOLF,,2.441e-05,0.5%,2.5,15.7,35.1%,"$1,751,469","902,159,505,150",902.16B,22020986.0,0,0.12439786654835334,-0.28803525941961444
1224,ThunderCoreTT,,0.001716,0.2%,0.2,9.4,30.3%,"$916,078","12,783,705,742",12.78B,21930262.0,0,-0.23945294688473856,-0.33444474274727154
1225,Ice Open NetworkICE,,0.003237,1.5%,5.9,11.7,35.2%,"$8,083,575","6,792,780,005",21.15B,21893898.0,0,0.36577619227342667,-0.2506376965851961
1226,HOPRHOPR,,0.04054,0.1%,0.4,2.1,18.8%,"$121,158","538,662,765",564.32M,21833777.0,0,-0.3825913192030093,-0.34878217919646265
1227,STONSTON,,0.5826,0.1%,4.4,3.8,16.9%,"$20,271.89","37,449,107",100M,21833522.0,0,0.044041218438473494,-0.289736499281932
1229,Staked UTYYUTY,,1.03,-,0.0,0.1,0.6%,"$10,214.86","21,138,997",21.14M,21794369.0,0,-0.4660152169540328,-0.3589361895501735
1228,ADO ProtocolADO,,0.05454,2.2%,23.4,17.2,82.9%,"$10,949,438","400,000,000",890M,21816396.0,4,2.1891592229303436,0.003035054961621673
1230,Radiant CapitalRDNT,,0.01684,0.7%,1.5,27.4,13.8%,"$5,146,430","1,292,073,967",1.5B,21770230.0,0,0.28779216394693774,-0.2745843114266302
